topology,gamma_corr,n_points,best_lambda,best_spin2_power,best_spin2_slope,best_spin2_residual,best_spin2_r2,best_postulate_residual,mean_postulate_residual,max_postulate_residual,p90_postulate_residual,frac_postulate_gt_0_2,mean_gamma_corr_effective,min_gamma_corr_effective,max_gamma_corr_effective
path,-0.25,9,0.2,0.04349352341345537,-0.04349352341345537,1.9565064765865445,0.9602416785743031,0.010731431616377352,0.09933443601921035,0.3618050913406363,0.3469483484025062,0.2222222222222222,-0.10317460317460317,-0.25,0.0
path,-0.2,9,0.2,0.03240554170350046,-0.03240554170350046,1.9675944582964995,0.9606732596378383,0.01038818063383451,0.0991951640029254,0.3618050913406363,0.3469483484025062,0.2222222222222222,-0.08253968253968254,-0.2,0.0
path,0.0,9,0.2,-0.0005960625726971213,0.0005960625726971213,2.000596062572697,0.9614001573198704,0.009134533966606684,0.0985010439556087,0.3618050913406363,0.3469483484025062,0.2222222222222222,0.0,0.0,0.0
star,-0.25,9,0.2,0.06181717241561863,-0.06181717241561863,1.9381828275843813,0.9868942349173923,0.05261030715585968,0.4768581039003394,0.7466768849556336,0.7122459776929696,0.6666666666666666,-0.10317460317460317,-0.25,0.0
star,-0.2,9,0.2,0.04699047343288496,-0.04699047343288496,1.953009526567115,0.98716359492042,0.0506104271627974,0.39821763332400995,0.7059831239450371,0.6782602594287986,0.5555555555555556,-0.08253968253968254,-0.2,0.0
star,0.0,9,0.2,-0.0038726812209637722,0.0038726812209637722,2.003872681220964,0.9880663169579387,0.04139450138955092,0.40624479206314906,0.7156710208088537,0.6801978388015619,0.5555555555555556,0.0,0.0,0.0
