lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,status,alpha
0.1,0.002397009796941907,0.8272860654453121,0.8272860654453121,0.9975770044500878,0.995185802597217,0.01214440358540419,0.02418743007697149,✓,0.2
0.2,0.00870438617566871,0.8272860654453121,0.8272860654453121,0.9909409545329232,0.9823154217873828,0.04570931005342632,0.09001476420088639,✓,0.2
0.3,0.016939324361677444,0.8272860654453121,0.8272860654453121,0.9816522377463812,0.9650237120808287,0.09345347337943445,0.18121983678387463,✓,0.2
0.4,0.02522864953125825,0.8272860654453121,0.8272860654453121,0.9714833355186406,0.946974122921383,0.14676867548188735,0.2799753224250409,✓,0.2
0.5,0.032439476219557783,0.8272860654453121,0.8272860654453121,0.9618589728274677,0.9306567715518628,0.19826725252878546,0.3725499591675888,✓,0.2
0.6,0.038119131756156,0.8272860654453121,0.8272860654453121,0.9536868945799548,0.9173331781913423,0.24281085167078656,0.45058231716663477,✓,0.2
0.7,0.04218799735481127,0.8272860654453121,0.8272860654453121,0.9474681925877464,0.9074964069850867,0.2772220103177163,0.5096636873871035,✓,0.2
0.7999999999999999,0.5446947784668437,0.8272860654453121,1.2409290981679681,0.943469758926696,0.9013015870613009,0.2995869265466098,0.5475326702824628,✗,0.2
0.8999999999999999,0.5457157363650479,0.8272860654453121,1.2409290981679681,0.9418023234548659,0.8987471367278137,0.30896970147432024,0.5633000603530763,✗,0.2
0.9999999999999999,0.04538288645678468,1.2409290981679681,1.2409290981679681,0.942348483863325,0.8995819896174325,0.3058927621994059,0.5581370655568177,✓,0.2
1.0999999999999999,0.044009267654166906,1.2409290981679681,1.2409290981679681,0.9445764847926333,0.9030063654535623,0.2933775935547131,0.5370595283551499,✓,0.2
1.2,2.042257016119385,0.41364303272265607,1.2409290981679681,0.9473598704309405,0.9073272691152815,0.2778254136155998,0.5106907619732516,✗,0.2
0.1,0.004771050813449529,0.8272860654453121,0.8272860654453121,0.995165722333449,0.9904177361043929,0.01214440358540419,0.02418743007697149,✓,0.4
0.2,0.017106255439099827,0.8272860654453121,0.8272860654453121,0.9820445681394523,0.9652454629042784,0.04570931005342632,0.09001476420088639,✓,0.4
0.3,0.032733743872981225,0.8272860654453121,0.8272860654453121,0.9639656256267213,0.9324114217350981,0.09345347337943445,0.18121983678387463,✓,0.4
0.4,0.04791648539777482,0.8272860654453121,0.8272860654453121,0.9445479777505807,0.8992885583671973,0.14676867548188735,0.2799753224250409,✓,0.4
0.5,0.06067177564052095,0.8272860654453121,0.8272860654453121,0.9265205281860158,0.8703068825735769,0.19826725252878546,0.3725499591675888,~,0.4
0.6,0.07041710522259403,0.8272860654453121,0.8272860654453121,0.911473716270709,0.8472903756844457,0.24281085167078656,0.45058231716663477,~,0.4
0.7,0.07723177777088641,0.8272860654453121,0.8272860654453121,0.9001801046917376,0.8306575948924121,0.2772220103177163,0.5096636873871035,~,0.4
0.7999999999999999,0.581359503100215,0.8272860654453121,1.2409290981679681,0.892988882143352,0.8203357504181524,0.2995869265466098,0.5475326702824628,✗,0.4
0.8999999999999999,0.5830249580086653,0.8272860654453121,1.2409290981679681,0.8900060398258642,0.8161133257418633,0.30896970147432024,0.5633000603530763,✗,0.4
0.9999999999999999,0.08248299469581954,1.2409290981679681,1.2409290981679681,0.8909820195838023,0.8174911543884009,0.3058927621994059,0.5581370655568177,~,0.4
1.0999999999999999,0.08023614042639893,1.2409290981679681,1.2409290981679681,0.8949738860111012,0.8231646356151545,0.2933775935547131,0.5370595283551499,~,0.4
1.2,2.0773461530154056,0.41364303272265607,1.2409290981679681,0.8999845662532174,0.8303742222802926,0.2778254136155998,0.5106907619732516,✗,0.4
0.1,0.007122451614696046,0.8272860654453121,0.8272860654453121,0.9927660689159139,0.9856951406253484,0.01214440358540419,0.02418743007697149,✓,0.6
0.2,0.025221109171501555,0.8272860654453121,0.8272860654453121,0.9733064988794233,0.9487586294138535,0.04570931005342632,0.09001476420088639,✓,0.6
0.3,0.04749553787018568,0.8272860654453121,0.8272860654453121,0.94690505991427,0.9019312947816414,0.09345347337943445,0.18121983678387463,✓,0.6
0.4,0.06842893952231421,0.8272860654453121,0.8272860654453121,0.9190659451315226,0.8561752371550991,0.14676867548188735,0.2799753224250409,~,0.6
0.5,0.08546551868539387,0.8272860654453121,0.8272860654453121,0.8936867143183713,0.8173073157369063,0.19826725252878546,0.3725499591675888,~,0.6
0.6,0.09813275013110445,0.8272860654453121,0.8272860654453121,0.872839114711234,0.787185011962622,0.24281085167078656,0.45058231716663477,~,0.6
0.7,0.10680440891541443,0.8272860654453121,0.8272860654453121,0.8573879185572604,0.7658151087045347,0.2772220103177163,0.5096636873871035,✗,0.6
0.7999999999999999,0.6119798654070094,0.8272860654453121,1.2409290981679681,0.8476356622662182,0.7527175348914658,0.2995869265466098,0.5475326702824628,✗,0.6
0.8999999999999999,0.6140511900007845,0.8272860654453121,1.2409290981679681,0.8436100355021044,0.7473953070564854,0.30896970147432024,0.5633000603530763,✗,0.6
0.9999999999999999,0.11337822734831404,1.2409290981679681,1.2409290981679681,0.8449259587706066,0.7491297513246206,0.3058927621994059,0.5581370655568177,✗,0.6
1.0999999999999999,0.11057722840111017,1.2409290981679681,1.2409290981679681,0.8503209343234029,0.7562948021544786,0.2933775935547131,0.5370595283551499,✗,0.6
1.2,2.106948609031596,0.41364303272265607,1.2409290981679681,0.8571218590022387,0.7654538684113736,0.2778254136155998,0.5106907619732516,✗,0.6
0.1,0.009451534528824967,0.8272860654453121,0.8272860654453121,0.9903779602786295,0.9810173687904687,0.01214440358540419,0.02418743007697149,✓,0.8
0.2,0.0330634074572167,0.8272860654453121,0.8272860654453121,0.9647225579852153,0.9328255429673818,0.04570931005342632,0.09001476420088639,✓,0.8
0.3,0.06132276897563249,0.8272860654453121,0.8272860654453121,0.9304378787719727,0.8733808516858614,0.09345347337943445,0.18121983678387463,~,0.8
0.4,0.08706457221285002,0.8272860654453121,0.8272860654453121,0.894922704053875,0.8170066416618573,0.14676867548188735,0.2799753224250409,~,0.8
0.5,0.1074128446117093,0.8272860654453121,0.8272860654453121,0.8631003689529018,0.7703923031382548,0.19826725252878546,0.3725499591675888,✗,0.8
0.6,0.12217665878239836,0.8272860654453121,0.8272860654453121,0.8373465389811259,0.7350423366054066,0.24281085167078656,0.45058231716663477,✗,0.8
0.7,0.13209437617851627,0.8272860654453121,0.8272860654453121,0.8184795606369997,0.7103630136597892,0.2772220103177163,0.5096636873871035,✗,0.8
0.7999999999999999,0.6379367106005874,0.8272860654453121,1.2409290981679681,0.8066665887442239,0.6953976529414488,0.2995869265466098,0.5475326702824628,✗,0.8
0.8999999999999999,0.6402582862260723,0.8272860654453121,1.2409290981679681,0.8018116059714777,0.6893508842417435,0.30896970147432024,0.5633000603530763,✗,0.8
0.9999999999999999,0.13950507854875094,1.2409290981679681,1.2409290981679681,0.8033972715658136,0.6913192720901726,0.3058927621994059,0.5581370655568177,✗,0.8
1.0999999999999999,0.1363591592411738,1.2409290981679681,1.2409290981679681,0.8099119782612596,0.6994730618461984,0.2933775935547131,0.5370595283551499,✗,0.8
1.2,2.132257948634133,0.41364303272265607,1.2409290981679681,0.8181563082144798,0.709948633227957,0.2778254136155998,0.5106907619732516,✗,0.8
0.1,0.01175861579424231,0.8272860654453121,0.8272860654453121,0.988001313308275,0.9763837854608762,0.01214440358540419,0.02418743007697149,✓,1.0
0.2,0.040646655075302074,0.8272860654453121,0.8272860654453121,0.956288703166379,0.9174187660963673,0.04570931005342632,0.09001476420088639,✓,1.0
0.3,0.07430146419095274,0.8272860654453121,0.8272860654453121,0.9145336535530803,0.8465824640421848,0.09345347337943445,0.18121983678387463,~,1.0
0.4,0.10406969932106214,0.8272860654453121,0.8272860654453121,0.8720154477360369,0.7812650622868261,0.14676867548188735,0.2799753224250409,✗,1.0
0.5,0.12697731363053688,0.8272860654453121,0.8272860654453121,0.8345383702088425,0.7285709298381172,0.19826725252878546,0.3725499591675888,✗,1.0
0.6,0.14323314370857632,0.8272860654453121,0.8272860654453121,0.8046276701363195,0.6893783194277872,0.24281085167078656,0.45058231716663477,✗,1.0
0.7,0.1539691780436825,0.8272860654453121,0.8272860654453121,0.7829492382074157,0.6623991875506925,0.2772220103177163,0.5096636873871035,✗,1.0
0.7999999999999999,0.6602200383211274,0.8272860654453121,1.2409290981679681,0.7694752690820754,0.6461899119825855,0.2995869265466098,0.5475326702824628,✗,1.0
0.8999999999999999,0.6626881270773537,0.8272860654453121,1.2409290981679681,0.7639596232622335,0.63967246299098,0.30896970147432024,0.5633000603530763,✗,1.0
0.9999999999999999,0.16188839154998813,1.2409290981679681,1.2409290981679681,0.7657596618544571,0.6417920618829762,0.3058927621994059,0.5581370655568177,✗,1.0
1.0999999999999999,0.15853773409882688,1.2409290981679681,1.2409290981679681,0.7731694170235349,0.6505928895741128,0.2933775935547131,0.5370595283551499,✗,1.0
1.2,2.1541449476089234,0.41364303272265607,1.2409290981679681,0.7825795209147591,0.6619488416635371,0.2778254136155998,0.5106907619732516,✗,1.0
0.1,0.014044005702757323,0.8272860654453121,0.8272860654453121,0.98563604568742,0.9717937674409427,0.01214440358540419,0.02418743007697149,✓,1.2
0.2,0.04798347910801659,0.8272860654453121,0.8272860654453121,0.9480010322624186,0.9025126445364767,0.04570931005342632,0.09001476420088639,✓,1.2
0.3,0.08650740640266386,0.8272860654453121,0.8272860654453121,0.899164001146169,0.821379655476372,0.09345347337943445,0.18121983678387463,~,1.2
0.4,0.11964934095694646,0.8272860654453121,0.8272860654453121,0.8502516328281929,0.748519585312732,0.14676867548188735,0.2799753224250409,✗,1.2
0.5,0.14452700997071843,0.8272860654453121,0.8272860654453121,0.8078061846357992,0.6910563721345331,0.19826725252878546,0.3725499591675888,✗,1.2
0.6,0.1618264139197464,0.8272860654453121,0.8272860654453121,0.7743695918685312,0.6490561377679491,0.24281085167078656,0.45058231716663477,✗,1.2
0.7,0.17307683746364266,0.8272860654453121,0.8272860654453121,0.7503753307725086,0.6205027416116681,0.2772220103177163,0.5096636873871035,✗,1.2
0.7999999999999999,0.6795581490793512,0.8272860654453121,1.2409290981679681,0.7355622128442143,0.6034860233731955,0.2995869265466098,0.5475326702824628,✗,1.2
0.8999999999999999,0.6821024472338097,0.8272860654453121,1.2409290981679681,0.7295203706375988,0.5966729258375761,0.30896970147432024,0.5633000603530763,✗,1.2
0.9999999999999999,0.18127895753916434,1.2409290981679681,1.2409290981679681,0.7314907344565693,0.5988868566647247,0.3058927621994059,0.5581370655568177,✗,1.2
1.0999999999999999,0.1778190339521999,1.2409290981679681,1.2409290981679681,0.7396159151797558,0.6080981276468194,0.2933775935547131,0.5370595283551499,✗,1.2
1.2,2.1732598017928635,0.41364303272265607,1.2409290981679681,0.7499678471879336,0.6200285666331317,0.2778254136155998,0.5106907619732516,✗,1.2
