scenario_id,N,topology,alpha,bond_cutoff,hotspot_multiplier,deltaB,kappa,backend,points,best_raw_lambda,best_raw_power,best_raw_residual,best_bg_lambda,best_bg_power,best_bg_residual,best_covbg_lambda,best_covbg_power,best_covbg_residual,bg_minus_raw_residual,covbg_minus_raw_residual,source_site_at_best_bg,source_site_at_best_covbg
N4_cycle_alpha0.8,4,cycle,0.8,4,1.5,6.5,0.2,auto,2,1.0,-0.0006863124658309853,2.000686312465831,0.4,-6.803100539407295e-15,2.0000000000000067,1.0,-0.3329378697092058,2.332937869709206,-0.0006863124658242903,0.33225155724337485,2,1
N4_cycle_alpha0.8,4,cycle,0.8,5,1.5,6.5,0.2,auto,2,1.0,-0.0006854617724784341,2.0006854617724783,0.4,-6.803100539407295e-15,2.0000000000000067,1.0,-0.33293789769849547,2.3329378976984954,-0.0006854617724716405,0.33225243592601705,2,1
N4_path_alpha0.8,4,path,0.8,4,1.5,6.5,0.2,auto,2,0.4,-0.010283733217715972,2.010283733217716,0.4,-0.6599423002179456,2.6599423002179456,0.4,-1.799389637799852,3.7993896377998517,0.6496585670002295,1.7891059045821356,1,1
N4_path_alpha0.8,4,path,0.8,5,1.5,6.5,0.2,auto,2,0.4,-0.01028373348046486,2.010283733480465,1.0,-0.6599423002179456,2.6599423002179456,0.4,-1.799389639296527,3.799389639296527,0.6496585667374806,1.7891059058160619,1,1
N4_star_alpha0.8,4,star,0.8,4,1.5,6.5,0.2,auto,2,0.4,-0.01513520984684497,2.015135209846845,0.4,6.335548858600769e-15,1.9999999999999936,0.4,-0.3516194083091431,2.3516194083091433,-0.015135209846851572,0.33648419846229816,0,0
N4_star_alpha0.8,4,star,0.8,5,1.5,6.5,0.2,auto,2,0.4,-0.015135210480604571,2.0151352104806044,0.4,6.335548858600769e-15,1.9999999999999936,0.4,-0.3516194083091435,2.3516194083091433,-0.015135210480610839,0.3364841978285389,0,0
