N,topology,alpha,lambda,gamma_corr,bond_cutoff,hotspot_multiplier,spin2_measured_power,spin2_measured_slope,spin2_residual_power,spin2_r2,spin2_fit_quality,postulate_residual,lambda_out,lambda_in,omega_out,omega_in,pred_out,pred_in,num_k_modes,num_k_angles
5,path,0.8,0.2,-0.25,3,1.5,0.04349352341345537,-0.04349352341345537,1.9565064765865445,0.9602416785743031,True,0.010731431616377352,0.009407450092402127,0.02524781822132245,1.0344687381776558,1.0327205147579515,0.9925302569143037,0.9802016377832056,16,24
5,path,0.8,0.3,-0.25,3,1.5,0.031248994374793823,-0.031248994374793823,1.9687510056252062,0.9610961596017478,True,0.02145902884057016,0.02026386164204178,0.05359457153748775,1.03333843765035,1.0290921596547138,0.9840475178000836,0.958887085979288,16,24
5,path,0.8,0.4,-0.25,3,1.5,0.025869871557071742,-0.025869871557071742,1.9741301284429282,0.9615039265524573,True,0.03256883726395343,0.03497322869865559,0.09124835359546071,1.0309327393693175,1.021253892395261,0.9727829125793738,0.9319675932120605,16,24
5,path,0.8,0.6,-0.25,3,1.5,0.01974302796494329,-0.01974302796494329,1.9802569720350567,0.9619791889043844,True,0.0434360489913479,0.07406171967958804,0.18721022784060581,1.0197256126613559,0.9837376330568741,0.9440647527386333,0.869740540239623,16,24
5,path,0.8,0.7,-0.25,3,1.5,0.017228703637600158,-0.017228703637600158,1.9827712963623998,0.9622249383639745,True,0.036558043326568535,0.09731573749671642,0.24153860135107613,1.0111697500751546,0.9503620692297046,0.9277706518313762,0.8380607775539406,16,24
5,path,0.8,0.5,-0.25,3,1.5,0.022477232550065947,-0.022477232550065947,1.977522767449934,0.9617605061837358,True,0.040516963421924346,0.05308381626223611,0.13644129887818163,1.0265333082652777,1.0064067089031228,0.9592629302890879,0.9015888382807256,16,24
5,path,0.8,0.8,-0.25,3,1.5,0.01480101770003348,-0.01480101770003348,1.9851989822999665,0.9625498864267563,True,0.00961609405047481,0.12222001047784613,0.29746873827538456,1.002355866965859,0.8792016814076,0.9109326423280435,0.8077707607800167,16,24
5,path,0.8,1.0,-0.25,3,1.5,0.010267791908494594,-0.010267791908494594,1.9897322080915054,0.9636564800144488,True,0.3372170992524701,0.17441446193958549,0.4070381376894154,0.9883783881750435,0.5163265703816559,0.8775535726433933,0.7543580148028505,16,24
5,path,0.8,0.9,-0.25,3,1.5,0.012459147569393642,-0.012459147569393642,1.9875408524306064,0.9630066015410118,True,0.35282757750627647,0.14813325525445217,0.3531801381178504,0.9943271331773512,0.5163265703816559,0.8940492583966949,0.7797002783901207,16,24
5,path,0.8,0.2,-0.2,3,1.5,0.03240554170350046,-0.03240554170350046,1.9675944582964995,0.9606732596378383,True,0.01038818063383451,0.009063204060944229,0.024049359526037373,1.034584900905163,1.033162929135804,0.9928016289955007,0.9811236830455422,16,24
5,path,0.8,0.4,-0.2,3,1.5,0.01947636040015995,-0.01947636040015995,1.98052363959984,0.9615945399181494,True,0.03226852557206905,0.03418840672203479,0.08849668944971326,1.0312907971766068,1.0227253468772561,0.9733774214569476,0.933883520110837,16,24
5,path,0.8,0.3,-0.2,3,1.5,0.02350384797892067,-0.02350384797892067,1.9764961520210793,0.9612951123087102,True,0.02104869599367698,0.019728356735254002,0.05170490245080045,1.033547312127759,1.0299129147334545,0.9844625374942559,0.9602790906345575,16,24
5,path,0.8,0.5,-0.2,3,1.5,0.01675986760014448,-0.01675986760014448,1.9832401323998554,0.9618138060059387,True,0.0405435889023702,0.05200784345389525,0.13274260378815644,1.027068307572655,1.0087414836927133,0.9600556604052923,0.9040004962423986,16,24
5,path,0.8,0.7,-0.2,3,1.5,0.012199398846969885,-0.012199398846969885,1.98780060115303,0.9624341936234524,True,0.03696530311346147,0.09560557609425459,0.23603856521973515,1.011593885410575,0.9533905417207539,0.9289497771168884,0.8411625574570246,16,24
5,path,0.8,0.6,-0.2,3,1.5,0.01442972831101498,-0.01442972831101498,1.985570271688985,0.9620633903842434,True,0.043378189777437015,0.07267098186712942,0.18256781648041567,1.0203485508680585,0.9863352405868645,0.9450574006208675,0.8725590409192949,16,24
5,path,0.8,0.8,-0.2,3,1.5,0.01000109475993339,-0.01000109475993339,1.9899989052400666,0.9630387826004506,True,0.006276547751911887,0.12020442157857898,0.29126908100665644,1.0022740870845261,0.8847413825402257,0.9122726363413026,0.8110199675085816,16,24
5,path,0.8,0.9,-0.2,3,1.5,0.007863276216581316,-0.007863276216581316,1.9921367237834187,0.9640521580946002,True,0.35462829491283987,0.14584385108634118,0.3464970661509543,0.9935312908615958,0.5163265703816559,0.8955156402538612,0.7829641698081319,16,24
5,path,0.8,1.0,-0.2,3,1.5,0.005862194021516821,-0.005862194021516821,1.9941378059784831,0.9657871822212867,True,0.33839105578450024,0.17189905150855586,0.4001308741685599,0.9866786554499056,0.5163265703816559,0.8791060087379758,0.7575156731915758,16,24
5,path,0.8,0.2,0.0,3,1.5,-0.0005960625726971213,0.0005960625726971213,2.000596062572697,0.9614001573198704,True,0.009134533966606684,0.00817509283752787,0.0208611758245909,1.0347831396200715,1.0339059137366764,0.9935024203832467,0.9835850081649908,16,24
5,path,0.8,0.3,0.0,3,1.5,-0.0013313493978048048,0.0013313493978048048,2.001331349397805,0.9611585971289673,True,0.019144001488029194,0.01816680611133089,0.04604383349015774,1.0339607407688378,1.031515089636768,0.9856747503374285,0.9644735522824371,16,24
5,path,0.8,0.4,0.0,3,1.5,-0.0023383493363163064,0.0023383493363163064,2.0023383493363163,0.9608328219115458,True,0.030193473367955193,0.03174514823748519,0.07972120911642401,1.032109659436507,1.0260343360393898,0.9752328703711984,0.9400466740171819,16,24
5,path,0.8,0.5,0.0,3,1.5,-0.0035869489259712684,0.0035869489259712684,2.0035869489259714,0.9604355967317386,True,0.03931165392536884,0.048529163025301816,0.12049846451199224,1.0284848728844531,1.014907251289437,0.96262759096435,0.9120769065911363,16,24
5,path,0.8,0.6,0.0,3,1.5,-0.005030759352611062,0.005030759352611062,2.005030759352611,0.9599833177718539,True,0.042888290542875906,0.06806543054210494,0.16680267426045714,1.0223125682338428,0.9949126523395169,0.9483595965990016,0.8822682386963132,16,24
5,path,0.8,0.7,0.0,3,1.5,-0.006605857764712358,0.006605857764712358,2.0066058577647126,0.9594950279906473,True,0.03733391150126375,0.0898477738491134,0.21698990551153588,1.0133916809051808,0.9633962003318696,0.9329418045820244,0.8520849361701149,16,24
5,path,0.8,0.8,0.0,3,1.5,-0.008232155748687605,0.008232155748687605,2.0082321557486877,0.9589901833605192,True,0.003464276799768684,0.11333543716879792,0.26943376204942004,1.0026766877791042,0.9031407115360061,0.9168690007763911,0.8226748879885317,16,24
5,path,0.8,0.9,0.0,3,1.5,-0.00981733333196258,0.00981733333196258,2.0098173333319624,0.9584849462151357,True,0.3618050913406363,0.13796877733721422,0.3225900930842724,0.991419236094255,0.5163265703816559,0.9005966275394868,0.7948670193822814,16,24
5,path,0.8,1.0,0.0,3,1.5,-0.011262880452601631,0.011262880452601631,2.011262880452602,0.9579874542283672,True,0.3432341626679737,0.16318249201727292,0.37503849535096434,0.9808709978800978,0.5163265703816559,0.8845283656293145,0.7692125470110994,16,24
5,star,0.8,0.2,-0.25,3,1.5,0.06181717241561863,-0.06181717241561863,1.9381828275843813,0.9868942349173923,True,0.05261030715585968,0.11247670778843823,0.02895189781030716,1.0189961514452237,1.0319342703279442,0.917446876599447,0.9773627938158772,16,24
5,star,0.8,0.3,-0.25,3,1.5,0.04216142082711922,-0.04216142082711922,1.9578385791728807,0.9872507193961627,True,0.09269523731665807,0.2227627165572232,0.058997381296114884,0.9959808746114353,1.0282628267884981,0.8487450055240667,0.9549293358878244,16,24
5,star,0.8,0.4,-0.25,3,1.5,0.02902811205204309,-0.02902811205204309,1.970971887947957,0.9874861614850928,True,0.08214951895593803,0.3532685206454618,0.09675149740211522,0.9228753006589535,1.022842464389619,0.7796572962692244,0.9281593541282493,16,24
5,star,0.8,0.5,-0.25,3,1.5,0.017562151021171417,-0.017562151021171417,1.9824378489788286,0.9876899134200094,True,0.7240002241266033,0.4899801921663956,0.1389538811492422,0.5163265703816559,1.0206368489909536,0.7183989827169605,0.8999578869859455,16,24
5,star,0.8,0.6,-0.25,3,1.5,0.007157290800919274,-0.007157290800919274,1.9928427091990808,0.9878733582074432,True,0.6774705465039235,0.6222209953224256,0.18245171818443304,0.5163265703816559,1.0246372501425585,0.6676562238768883,0.8726297606625916,16,24
5,star,0.8,0.7,-0.25,3,1.5,-0.0016463611037960452,0.0016463611037960452,2.0016463611037962,0.988027494548886,True,0.6435588584930945,0.7427856688389501,0.22447371577988415,0.5163265703816559,1.030113958893409,0.6272626402056992,0.8477601103515401,16,24
5,star,0.8,0.8,-0.25,3,1.5,-0.008023132253881507,0.008023132253881507,2.0080231322538813,0.988138523564673,True,0.6207156881723952,0.8472759691579463,0.2627640965265664,0.5163265703816559,1.0363202738869406,0.5960112156827284,0.8263020009994321,16,24
5,star,0.8,0.9,-0.25,3,1.5,-0.011349653403915921,0.011349653403915921,2.011349653403916,0.9881962375402441,True,0.5921373990513268,0.9334258834549649,0.2956659383955812,0.5163265703816559,1.03510525838511,0.5724948162756276,0.8087129106937002,16,24
5,star,0.8,1.0,-0.25,3,1.5,-0.01159171063815849,0.01159171063815849,2.0115917106381587,0.9882004316448233,True,0.7480283971041525,1.0007644542414935,0.3222339251938941,1.4938889960105184,1.0211367363958566,0.5553668655306934,0.7950470855320368,16,24
5,star,0.8,0.2,-0.2,3,1.5,0.04699047343288496,-0.04699047343288496,1.953009526567115,0.98716359492042,True,0.0506104271627974,0.10289102880005918,0.026418837203124115,1.0233585127275582,1.0328768643810395,0.9239472902031748,0.9793023759653903,16,24
