scenario_id,N,topology,alpha,bond_cutoff,hotspot_multiplier,deltaB,kappa,backend,points,best_raw_lambda,best_raw_power,best_raw_residual,best_bg_lambda,best_bg_power,best_bg_residual,best_covbg_lambda,best_covbg_power,best_covbg_residual,bg_minus_raw_residual,covbg_minus_raw_residual,source_site_at_best_bg,source_site_at_best_covbg
N5_cycle_alpha0.8,5,cycle,0.8,4,1.5,6.5,0.2,auto,2,0.6,-0.01605309555291786,2.016053095552918,0.6,2.6635628595747783e-14,1.9999999999999734,0.8,-0.386926077116285,2.386926077116285,-0.01605309555294454,0.3708729815633669,3,3
N5_path_alpha0.8,5,path,0.8,4,1.5,6.5,0.2,auto,2,0.6,-0.02278600611147026,2.0227860061114704,0.8,-4.072231950963148e-15,2.000000000000004,0.8,-0.9766116729330747,2.9766116729330747,-0.022786006111466417,0.9538256668216043,2,2
N5_star_alpha0.8,5,star,0.8,4,1.5,6.5,0.2,auto,2,0.8,-0.13193066063961809,2.1319306606396182,0.6,-6.803100539407295e-15,2.0000000000000067,0.6,-0.5291926161097719,2.5291926161097718,-0.13193066063961156,0.3972619554701535,0,0
