topology,gamma_corr,n_points,best_lambda,best_spin2_power,best_spin2_slope,best_spin2_residual,best_spin2_r2,best_postulate_residual,mean_postulate_residual,max_postulate_residual,p90_postulate_residual,frac_postulate_gt_0_2,mean_gamma_corr_effective,min_gamma_corr_effective,max_gamma_corr_effective
star,-0.25,2,0.2,0.060167363997975475,-0.060167363997975475,1.9398326360020246,0.9795546027112905,0.008822478380173582,0.20912589164697082,0.40942930491376806,0.3693686222604086,0.5,-0.125,-0.25,0.0
star,-0.2,2,0.2,0.0457279197574206,-0.0457279197574206,1.9542720802425795,0.979960415463341,0.0064706970012455844,0.20795000095750682,0.40942930491376806,0.3691334441225158,0.5,-0.1,-0.2,0.0
star,0.0,2,0.2,-0.0037665635352809052,0.0037665635352809052,2.003766563535281,0.9813205872108406,0.0041863261050989475,0.2068078155094335,0.40942930491376806,0.36890500703290113,0.5,0.0,0.0,0.0
