hotspot_multiplier,lambda_c1,lambda_revival,residual_min,lambda_c2,max_residual,mean_residual
2.0,0.3571428571428572,0.55,0.10229803868650378,0.6333333333333334,0.8296706268400442,0.2510703230082658
3.0,0.2285714285714286,0.3571428571428572,0.10984805449529345,0.6333333333333334,0.7995452921810184,0.28972555591815663
4.0,0.1642857142857143,0.26071428571428573,0.11216285318293906,0.6333333333333334,0.8859835417468298,0.29599880416765834
