lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,E0,E1,E2,E3,E4,E5,gap01,gap12,gap23,gap34,gap45,min_gap,status
0.1,0.005495589921828414,0.930696823625976,0.930696823625976,0.9964181327001815,0.9909422272521873,0.0044934289911404465,0.011425707395840536,7.595313914730232,8.575263782615515,8.587874550716094,8.602066800832352,8.61399302638456,9.565278393681844,0.9799498678852832,0.01261076810057915,0.01419225011625791,0.011926225552207015,0.9512853672972845,0.011926225552207015,✓
0.13214285714285715,0.009451083604141153,0.930696823625976,0.930696823625976,0.9937947212926086,0.984402284296318,0.0078050307755211145,0.01980607414329556,7.591925825219603,8.568959488684273,8.583472770370001,8.599038971291003,8.612438395504704,9.555646038413315,0.9770336634646704,0.014513281685728074,0.015566200921002249,0.013399424213700328,0.9432076429086109,0.013399424213700328,✓
0.1642857142857143,0.014330655717405105,0.930696823625976,0.930696823625976,0.9905043747420416,0.9763097975610298,0.01198332069511477,0.030331307872449836,7.587595298233637,8.560912062565002,8.577856532797586,8.59518170118409,8.610448556976984,9.543175020940826,0.9733167643313649,0.016944470232584052,0.01732516838650433,0.015266855792892997,0.9327264639638422,0.015266855792892997,✓
0.19642857142857145,0.020022828536778503,0.930696823625976,0.930696823625976,0.9865879587914468,0.9668336772561154,0.01699296181480696,0.04288007793389421,7.582319281975648,8.551126779029659,8.57102909500008,8.590498046315753,8.608020072972602,9.528089655034208,0.9688074970540104,0.01990231597042147,0.019468951315673166,0.017522026656848766,0.9200695820616058,0.017522026656848766,✓
0.2285714285714286,0.02640487122125601,0.930696823625976,0.930696823625976,0.9820925841430326,0.9561605559313853,0.022792423222237828,0.05731182356961901,7.57609407472975,8.539611205904656,8.562994393740102,8.584990352212262,8.60514874714477,9.510706773303733,0.963517131174906,0.023383187835445796,0.021995958472160737,0.020158394932508372,0.9055580261589622,0.020158394932508372,✓
0.26071428571428573,0.033348335215975355,0.930696823625976,0.930696823625976,0.9770703086571327,0.9444866404744582,0.029334750963803845,0.07347028156170486,7.568915331692664,8.526374780629736,8.553757030513015,8.578660555228442,8.60182961716901,9.49131795886974,0.9574594489370716,0.02738224988327964,0.024903524715426784,0.02316906194056756,0.88948834170073,0.02316906194056756,✓
0.2928571428571429,0.04072418822409041,0.930696823625976,0.930696823625976,0.9715767912804996,0.9320101151582347,0.03656840222845351,0.09118716060048081,7.560778072881597,8.511428412982612,8.543322254374582,8.571510443172933,8.598056946035934,9.470144568637533,0.9506503401010153,0.0318938413919696,0.028188188798351277,0.026546502863000754,0.8720876226015992,0.026546502863000754,✓
0.32500000000000007,0.04840724538147656,0.930696823625976,0.930696823625976,0.9656699585408546,0.9189245359002471,0.044438114124181194,0.11028580276769592,7.5516766920525775,8.494784175526425,8.531695942860875,8.563541816953652,8.59382421213711,9.447339802342597,0.9431074834738471,0.03691176733445012,0.03184587409277739,0.03028239518345721,0.8535155902054878,0.03028239518345721,✓
0.3571428571428572,0.056279714564304806,0.930696823625976,0.930696823625976,0.9594087372743008,0.905413487390003,0.0528857789551457,0.13058469131415518,7.541604966556953,8.476455073263946,8.518884581245885,8.554756564883242,8.589124098198758,9.423004088817258,0.9348501067069925,0.04242950798193945,0.035871983637356664,0.034367533315515786,0.8338799906185006,0.034367533315515786,~
0.38928571428571435,0.06423378664651036,0.930696823625976,0.930696823625976,0.9528518973538144,0.8916466118734668,0.061851299736508866,0.15190068952719452,7.530556068058212,8.456454867160923,8.504895240387913,8.545156678057083,8.583948479131086,9.39720007116493,0.9258987991027112,0.04844037322699002,0.04026143766916945,0.038791801074003374,0.8132515920338435,0.038791801074003374,~
