lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,E0,E1,E2,E3,E4,E5,gap01,gap12,gap23,gap34,gap45,min_gap,status
0.61,0.1640500918733352,0.930696823625976,0.930696823625976,0.8360713504443408,0.6989137685912833,0.24508770912395406,0.5384895908110027,7.427635451685908,8.275177989556227,8.377688640783528,8.457400109180277,8.534752734464641,9.181852872882885,0.8475425378703187,0.10251065122730196,0.07971146839674859,0.07735262528436415,0.647100138418244,0.07735262528436415,✗
0.6108163265306122,0.16413141331558345,0.930696823625976,0.930696823625976,0.8359009472312076,0.6987033433703145,0.2453924913477266,0.5390282218636772,7.427164952216968,8.274368715345965,8.377119411591744,8.457005216320558,8.534523737871405,9.180933548952128,0.8472037631289968,0.1027506962457796,0.07988580472881424,0.07751852155084649,0.6464098110807228,0.07751852155084649,✗
0.6116326530612245,0.16421219170905177,0.930696823625976,0.930696823625976,0.8357310390549835,0.6984938134524815,0.24569651189868205,0.539564883648089,7.426693774967525,8.273558441579349,8.376549470007642,8.4566098075771,8.534294373909441,9.18001332236638,0.8468646666118236,0.10299102842829377,0.08006033756945818,0.07768456633234067,0.6457189484569383,0.07768456633234067,✗
0.6124489795918368,0.16429242765521201,0.930696823625976,0.930696823625976,0.8355616261337093,0.6982851781206656,0.2459997693814277,0.5400995741656665,7.426221919750665,8.27274716851463,8.375978816211719,8.456213882968596,8.53406464232488,9.179092193223772,0.8465252487639656,0.10323164769708804,0.08023506675687742,0.07785075935628427,0.6450275508988916,0.07785075935628427,✗
0.613265306122449,0.16437212175418103,0.930696823625976,0.930696823625976,0.835392708683059,0.6980774366588521,0.24630226240607447,0.5406322914299699,7.42574938637927,8.27193489641007,8.375407450384625,8.455817442513577,8.533834542863456,9.178170161624136,0.8461855100308,0.10347255397455513,0.08040999212895272,0.07801710034987863,0.6443356187606799,0.07801710034987863,✗
0.6140816326530613,0.16445127460469866,0.930696823625976,0.930696823625976,0.8352242869163551,0.69787058835216,0.2466039895882283,0.5411630334666349,7.425276174666019,8.271121625523842,8.374835372707137,8.455420486230476,8.53360407527051,9.177247227668937,0.8458454508578228,0.10371374718329562,0.0805851135233393,0.07818358904003375,0.6436431523984272,0.07818358904003375,✗
0.6148979591836735,0.16452988680412606,0.930696823625976,0.930696823625976,0.8350563610445914,0.6976646324868593,0.24690494954896958,0.541691798313345,7.424802284423393,8.270307356114108,8.374262583360238,8.455023014137613,8.533373239290992,9.176323391461318,0.8455050716907149,0.10395522724613038,0.08076043077737438,0.07835022515337897,0.6429501521703269,0.07835022515337897,✗
0.6157142857142857,0.16460795894842828,0.930696823625976,0.930696823625976,0.8348889312764511,0.6974595683503999,0.24720514091484103,0.5422185840197791,7.4243277154636695,8.26949208843894,8.373689082524999,8.45462502625306,8.533142034669456,9.175398653106024,0.8451643729752698,0.10419699408605965,0.08093594372806123,0.0785170084163962,0.6422566184365675,0.0785170084163962,✗
0.6165306122448979,0.16468549163216883,0.930696823625976,0.930696823625976,0.8347219978183252,0.6972553952314282,0.24750456231783505,0.5427433886475823,7.423852467598927,8.268675822756462,8.373114870382686,8.454226522594833,8.532910461150065,9.174473012709537,0.8448233551575353,0.10443904762622402,0.08111165221214733,0.07868393855523159,0.6415625515594723,0.07868393855523159,✗
0.6173469387755102,0.1647624854484977,0.930696823625976,0.930696823625976,0.8345555608743331,0.697052112419813,0.2478032123953751,0.5432662102703213,7.423376540641038,8.267858559324685,8.372539947114674,8.453827503180783,8.532678518476589,9.17354647037999,0.8444820186836468,0.1046813877899897,0.08128755606610838,0.07885101529580574,0.6408679519034006,0.07885101529580574,✗
0.6181632653061224,0.16483894098914065,0.930696823625976,0.930696823625976,0.8343896206463404,0.6968497192066668,0.2481010897903031,0.5437870469734433,7.422899934401682,8.267040298401618,8.371964312902525,8.453427968028617,8.532446206392395,9.172619026227148,0.8441403639999354,0.1049240145009076,0.08146365512609144,0.07901823836377808,0.6401728198347527,0.07901823836377808,✗
0.6189795918367347,0.16491485884439183,0.930696823625976,0.930696823625976,0.8342241773339766,0.6966482148843649,0.2483981931508683,0.5443058968542461,7.422422648692335,8.26622104024521,8.371387967927934,8.453027917155872,8.532213524640472,9.17169068036254,0.8437983915528751,0.10516692768272407,0.08163994922793805,0.07918560748460024,0.6394771557220675,0.07918560748460024,✗
0.6197959183673469,0.1649902396031001,0.930696823625976,0.930696823625976,0.834059231134655,0.6964475987465708,0.24869452113071017,0.5448227580218284,7.421944683324268,8.265400785113409,8.370810912372741,8.45262735057999,8.531980472963403,9.170761432899308,0.8434561017891404,0.10541012725933285,0.08181643820724815,0.07935312238341297,0.6387809599359056,0.07935312238341297,✗
0.6206122448979592,0.16506508385266438,0.930696823625976,0.930696823625976,0.8338947822435925,0.6962478700882546,0.2489900723888417,0.5453376285970588,7.421466038108557,8.264579533264074,8.370233146418919,8.452226268318233,8.531747051103375,9.169831283952293,0.8431134951555173,0.10565361315484445,0.0819931218993144,0.07952078278514207,0.638084232848918,0.07952078278514207,✗
0.6214285714285714,0.16513939217902374,0.930696823625976,0.930696823625976,0.8337308308538194,0.6960490282057072,0.24928484558965103,0.5458505067125539,7.420986712856082,8.263757284955027,8.369654670248643,8.45182467038773,8.531513258802198,9.168900233638086,0.8427705720989449,0.10589738529361625,0.0821700001390866,0.07968858841446824,0.6373869748358878,0.07968858841446824,✗
0.6222448979591837,0.16521316516664486,0.930696823625976,0.930696823625976,0.8335673771562085,0.695851072396573,0.24957883940286796,0.5463613905126118,7.420506707377514,8.262934040444106,8.369075484044172,8.451422556805445,8.531279095801265,9.167968282074916,0.8424273330665919,0.10614144360006605,0.08234707276127295,0.0798565389958199,0.6366891862736512,0.0798565389958199,✗
