scenario_id,power_span,r2_span,min_power,max_power
N4_cycle_alpha0.8,1.0735221691717571,0.026118132358475044,1.6971610160500612,2.7706831852218183
N5_cycle_alpha0.8,0.06620772442236189,0.024327725313786797,0.27995230036591956,0.34616002478828145
N5_star_alpha0.8,0.01492564751064851,0.002953810953741587,-0.5496179941884328,-0.5346923466777843
