scenario_id,N,topology,alpha,lambda,bond_cutoff,hotspot_multiplier,frustration_time,deltaB,kappa,k0,backend,effective_backend,total_dim,source_site,raw_power,raw_residual,raw_r2,bg_power,bg_residual,bg_r2,covbg_power,covbg_residual,covbg_r2,harmbg_power,harmbg_residual,harmbg_r2,delta_lambda_edge_l2,delta_lambda_edge_maxabs,covariance_l2,covariance_bg_l2,covariance_delta_l2,covariance_delta_maxabs,harmonic_rank,harmonic_residual_l2,harmonic_residual_maxabs,shell_count,lambda_shell_json
N5_cycle_alpha0.8,5,cycle,0.8,0.6,4,1.5,1.0,6.5,0.2,4,auto,sparse,32768,1,-0.01605309545055833,2.0160530954505584,0.9776422034747249,2.6635628595747783e-14,1.9999999999999734,0.0,-0.3902945021548491,2.390294502154849,0.8322059389611485,0.3383739294023191,1.6616260705976809,0.07237527091789375,3.620910764293775e-11,2.3556989692252728e-11,0.30819036516990367,0.23552647199214685,0.19876765877398425,0.07163737599053113,3,0.20764072981759954,0.05872966728040661,3,"{""0"": 0.3938808842435244, ""1"": 0.39388088416572764, ""2"": 0.39388088410519195}"
N5_cycle_alpha0.8,5,cycle,0.8,0.8,4,1.5,1.0,6.5,0.2,4,auto,sparse,32768,0,-0.026257931851906086,2.026257931851906,0.9968257049032745,-0.40347768752534546,2.4034776875253456,0.6453652159377811,-0.3869260770622632,2.386926077062263,0.8384356171947547,0.33837392940231764,1.6616260705976824,0.07237527091789409,2.40915032190983e-10,1.60360946743765e-10,0.42561355742358703,0.3232516355260387,0.27686690013886106,0.10038288235339332,3,0.2932922871475353,0.08295558605826735,3,"{""0"": 0.5453283850281837, ""1"": 0.5453283846997817, ""2"": 0.5453283843334299}"
N5_path_alpha0.8,5,path,0.8,0.6,4,1.5,1.0,6.5,0.2,4,auto,sparse,8192,2,-0.022786006092129194,2.022786006092129,0.9595042529312398,-4.072231950963148e-15,2.000000000000004,0.0,-1.0116541254127378,3.011654125412738,0.9798599289459252,-5.8151207201982436,7.8151207201982436,0.9896034055286369,7.584653317243063e-11,4.1755571222878984e-11,0.21953855917443105,0.14975461399119364,0.16053265883530915,0.07364881978755997,3,0.13710975201687292,0.058515246858702435,3,"{""0"": 0.40552750011909405, ""1"": 0.2972472697658599, ""2"": 0.09289885264630218}"
N5_path_alpha0.8,5,path,0.8,0.8,4,1.5,1.0,6.5,0.2,4,auto,sparse,8192,2,-0.030554452548687355,2.0305544525486874,0.9573698796426408,-4.072231950963148e-15,2.000000000000004,0.0,-0.9766116729379792,2.9766116729379792,0.9764821644877518,-5.815120720198148,7.815120720198148,0.9896034055286365,1.6826060058276243e-11,1.1312034642330104e-11,0.3122705008068483,0.21081507899663662,0.23036898259488342,0.10343540845680738,3,0.19580464060791347,0.08356485744239103,3,"{""0"": 0.5661904033135794, ""1"": 0.4315311535894991, ""2"": 0.14842632800100475}"
N5_star_alpha0.8,5,star,0.8,0.6,4,1.5,1.0,6.5,0.2,4,auto,sparse,8192,0,-0.14433185864629633,2.1443318586462965,0.9903880830413546,-6.803100539407295e-15,2.0000000000000067,0.0,-0.5291926158470517,2.5291926158470517,0.99546645289413,-0.5485531594169151,2.5485531594169153,0.9956329143636478,1.4491370618408954e-10,9.942652257066698e-11,0.43262014219227835,0.13470071146971616,0.41111544091656227,0.17801820793766024,2,0.33567435191640943,0.17759658735324596,2,"{""0"": 1.0950187229564898, ""1"": 0.3606897350042866}"
N5_star_alpha0.8,5,star,0.8,0.8,4,1.5,1.0,6.5,0.2,4,auto,sparse,8192,0,-0.13193066060563427,2.1319306606056343,0.9901931893924957,-6.803100539407295e-15,2.0000000000000067,0.0,-0.5291926161920016,2.5291926161920015,0.9954664528970968,-0.5485531595213613,2.5485531595213615,0.995632914364545,5.937636747762962e-11,3.95642962836007e-11,0.47777519332448426,0.15571075083033906,0.4516893815799752,0.1955872395636762,2,0.36880283567638644,0.19512400822805875,2,"{""0"": 1.184578538286587, ""1"": 0.39861574365566466}"
