topology,lambda,tau_eq_global,tau_eq_probe,tau_dephase_global,tau_dephase_probe,tau_eq_site_var,tau_dephase_site_var,tau_eq_mode1,tau_dephase_mode1,tau_eq_mode_dom,tau_dephase_mode_dom,tail_mean_global,tail_std_global,threshold_global,tail_mean_probe,tail_std_probe,threshold_probe,tail_mean_site_var,tail_std_site_var,threshold_site_var,tail_mean_mode1,tail_std_mode1,threshold_mode1,tail_mean_mode_dom,tail_std_mode_dom,threshold_mode_dom,final_global_lambda,final_probe_gap,max_abs_probe_gap,final_site_var,final_mode1_amp,final_mode_dom_amp,max_abs_mode1_amp,max_abs_mode_dom_amp,mode1_index,mode_dom_index,mode1_eigval,mode_dom_eigval,dim_nominal,dim_hotspot
path,0.8,,,1.5999999999999999,1.5999999999999999,,3.4285714285714284,,1.3714285714285714,,1.5999999999999999,0.12614585636142,0.032619944235570575,0.007203812175262176,0.09460939227106496,0.0244649581766779,0.005402859131446629,0.0021221047298859673,0.001059798513962795,0.00017558108340763373,-3.395702079560177e-17,1.0496351276808338e-16,8e-17,-0.07724824531297458,0.01997555470379734,0.004411416008060317,0.11561578356303127,0.08671183767227357,0.13937685326540522,0.0016708761761117118,1.5767628056604725e-16,-0.07079991898537126,3.921334276072006e-16,0.11380072415166856,1,2,0.9999999999999997,3.0,72,72
path,1.0,,,2.057142857142857,2.057142857142857,,1.8285714285714285,,0.0,,2.057142857142857,0.19986767362327668,0.018843619508463867,0.011406976476875675,0.1499007552174575,0.014132714631347961,0.008555232357656754,0.005037771119470051,0.0009445747078016894,0.00047258982768110934,-1.5856327403462058e-17,1.4683913264355052e-16,8e-17,-0.12239345411353802,0.011539313175722812,0.006985317969068989,0.18518748280025366,0.13889061210019002,0.22193050228546243,0.004286800473236781,-3.1004673671032294e-16,-0.11340370990276435,3.541323209737358e-16,0.18120549631965288,1,2,0.9999999999999997,3.0,72,72
star,1.1,,,2.057142857142857,2.057142857142857,,1.8285714285714285,,0.22857142857142856,,2.057142857142857,0.2361617666507505,0.03661569240964822,0.01330787810731723,-0.1771213249880629,0.027461769307236077,0.00998090858048793,0.007139136119780188,0.002047013082478244,0.0006410949337314437,3.859759734048396e-17,3.130944609178596e-16,8e-17,-0.14461895626214197,0.022422440745584304,0.008149377730520595,0.15892532438976334,-0.11919399329232247,0.2611277514195006,0.003157157341548937,-1.734723475976807e-17,-0.09732148799030363,5.48172618408671e-16,0.21320991621936747,1,2,1.0,3.0,72,72
star,1.3,,,,,,,,,,,0.2502595840520657,0.07085181868020263,0.012919895495099394,-0.1876946880390491,0.05313886401015209,0.009689921621324538,0.008456229952525656,0.005293843097816924,0.001018950396678712,-2.5587171270657905e-16,3.0079199682219285e-16,8e-17,-0.15325207104217992,0.04338770077867248,0.007911787873269138,0.24070371091637774,-0.18052778318728285,0.3088187083056058,0.007242284556114392,-6.245004513516506e-16,-0.14740031773487863,6.661338147750939e-16,0.25214941945804414,1,2,1.0,3.0,72,72
