lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,spectral_gap,lambda_out,lambda_in,status
0.5235294117647059,0.14731174464227048,3.1023227454199205,3.1023227454199205,0.8402190872589751,0.7164449476331194,0.8843554402632128,0.2377072170281712,0.49472582175302904,✗
0.536764705882353,0.14922705606872855,3.1023227454199205,3.1023227454199205,0.8355906471687895,0.7108979148132274,0.8794721718054559,0.2459478115693888,0.5083396630561361,✗
0.55,0.15099113907789874,3.1023227454199205,3.1023227454199205,0.8310928088046142,0.7056051589237552,0.8744877746696185,0.25404381647569874,0.5215289977564775,✗
0.55,0.15099113907789874,3.1023227454199205,3.1023227454199205,0.8310928088046142,0.7056051589237552,0.8744877746696185,0.25404381647569874,0.5215289977564775,✗
0.5556818181818183,0.15170329735967147,3.1023227454199205,3.1023227454199205,0.82920364481183,0.7034107177112175,0.872317324217649,0.2574704601469291,0.5270556639615812,✗
0.5613636363636364,0.15238890077404943,3.1023227454199205,3.1023227454199205,0.8273402630678475,0.7012627898128253,0.8701286001644677,0.2608656689387926,0.5324986840291905,✗
0.5670454545454546,0.15304833742034984,3.1023227454199205,3.1023227454199205,0.8255031356605894,0.6991612532124507,0.8679217131753196,0.2642280459052612,0.5378565127237803,✗
0.5727272727272728,0.15368199070271493,3.1023227454199205,3.1023227454199205,0.8236927162927187,0.697105979925527,0.8656967745498854,0.2675562139556215,0.5431276391195777,✗
0.578409090909091,0.15429023856576451,3.1023227454199205,3.1023227454199205,0.8219094404508768,0.6950968368042569,0.8634538962232545,0.27084881676779937,0.5483105861147902,✗
0.5840909090909091,0.15487345278186893,3.1023227454199205,3.1023227454199205,0.8201537255801826,0.6931336862876664,0.861193190767195,0.2741045196932332,0.5534039099943867,✗
0.5897727272727273,0.1554319982886433,3.1023227454199205,3.1023227454199205,0.818425971263196,0.6912163870984337,0.8589147713920458,0.27732201065258577,0.5584062000428122,✗
0.5954545454545455,0.15596623257527276,3.1023227454199205,3.1023227454199205,0.8167265594026398,0.6893447948884454,0.8566187519488597,0.2805000010214676,0.5633160782076895,✗
0.6011363636363637,0.15647650511629307,3.1023227454199205,3.1023227454199205,0.8150558544071451,0.6875187628349408,0.8543052469319257,0.28363722650544515,0.5681321988154954,✗
0.6068181818181819,0.15696315685153284,3.1023227454199205,3.1023227454199205,0.8134142033793443,0.6857381421890477,0.8519743714819583,0.28673244800355313,0.5728532483400839,✗
0.6125,0.1574265197109035,3.1023227454199205,3.1023227454199205,0.8118019363056455,0.6840027827784751,0.8496262413893065,0.2897844524595614,0.5774779452247226,✗
0.6181818181818182,0.15786691618281523,3.1023227454199205,3.1023227454199205,0.8102193662470208,0.6823125334660087,0.8472609730977885,0.292792053700304,0.5820050397583267,✗
0.6238636363636364,0.15828465892501453,3.1023227454199205,3.1023227454199205,0.8086667895302402,0.6806672425654596,0.8448786837089761,0.2957540932602575,0.5864333140062751,✗
0.6295454545454546,0.158680050416674,3.1023227454199205,3.1023227454199205,0.8071444859389028,0.6790667582165772,0.8424794909866824,0.29866944119174643,0.5907615817962524,✗
0.6352272727272728,0.15905338265065516,3.1023227454199205,3.1023227454199205,0.8056527189037371,0.6775109287204003,0.8400635133619421,0.3015369968600022,0.5949886887593784,✗
0.640909090909091,0.15940493686485624,3.1023227454199205,3.1023227454199205,0.8041917356916178,0.6759996028364563,0.8376308699382919,0.3043556897224018,0.5991135124267386,✗
0.6465909090909091,0.15973498331165115,3.1023227454199205,3.1023227454199205,0.8027617675927775,0.6745326300431136,0.8351816804975742,0.30712448009120463,0.6031349623814414,✗
0.6522727272727273,0.16004378106446193,3.1023227454199205,3.1023227454199205,0.8013630301057382,0.6731098607623416,0.8327160655059682,0.30984235987909886,0.6070519804661487,✗
0.6579545454545455,0.16033157786054397,3.1023227454199205,3.1023227454199205,0.7999957231194781,0.6717311465500453,0.8302341461204135,0.31250835332692706,0.6108635410459898,✗
0.6636363636363637,0.16059860997914877,3.1023227454199205,3.1023227454199205,0.7986600310924248,0.6703963402530776,0.8277360441953574,0.31512151771289004,0.6145686513266457,✗
0.6693181818181819,0.16084510215423709,3.1023227454199205,3.1023227454199205,0.7973561232278413,0.6691052961339528,0.8252218822898767,0.3176809440426377,0.6181663517273281,✗
0.675,0.16107126752101153,3.1023227454199205,3.1023227454199205,0.79608415364524,0.6678578699642095,0.8226917836753183,0.32018575771957786,0.6216557163083031,✗
0.6806818181818182,0.16127730759556935,3.1023227454199205,3.1023227454199205,0.794844261547452,0.6666539190872904,0.8201458723427786,0.3226351191948252,0.625035853252559,✗
0.6863636363636364,0.161463412287025,3.1023227454199205,3.1023227454199205,0.7936365713830366,0.6654933024517564,0.8175842730114944,0.3250282245961502,0.6283059054010783,✗
0.6920454545454546,0.16162975994151174,3.1023227454199205,3.1023227454199205,0.7924611930037132,0.6643758806155591,0.8150071111371213,0.3273643063353676,0.6314650508411701,✗
0.6977272727272728,0.16177651741754517,3.1023227454199205,3.1023227454199205,0.7913182218165519,0.6633015157220256,0.8124145129204638,0.3296426336935564,0.6345125035472496,✗
0.703409090909091,0.1619038401922367,3.1023227454199205,3.1023227454199205,0.7902077389306648,0.6622700714481657,0.8098066053165178,0.33186251338355804,0.6374475140733193,✗
0.7090909090909091,0.16201187249795124,3.1023227454199205,3.1023227454199205,0.7891298112981713,0.6612814129257997,0.8071835160437724,0.33402329008920156,0.6402693702964529,✗
0.7147727272727273,0.16210074748901304,3.1023227454199205,3.1023227454199205,0.7880844918492471,0.6603354066359851,0.8045453735937471,0.33612434698069504,0.6429773982104099,✗
0.7204545454545455,0.16217058743814328,3.1023227454199205,3.1023227454199205,0.7870718196210824,0.6594319202771232,0.8018923072408128,0.3381651062056619,0.6455709627685196,✗
0.7261363636363637,0.16222150396235246,3.1023227454199205,3.1023227454199205,0.7860918198805903,0.6585708226070582,0.7992244470523504,0.3401450293553224,0.6480494687749366,✗
0.7318181818181819,0.16225359827804986,3.1023227454199205,3.1023227454199205,0.7851445042407679,0.6577519832594677,0.7965419238989115,0.34206361790527445,0.6504123618231712,✗
0.7375,0.16226696148521347,3.1023227454199205,3.1023227454199205,0.7842298707705915,0.656975272534706,0.7938448694648912,0.34392041363043024,0.6526591292809522,✗
0.7431818181818182,0.1622616748804624,3.1023227454199205,3.1023227454199205,0.7833479040984026,0.6562405611652959,0.7911334162592043,0.3457149989935729,0.6547893013201694,✗
0.7488636363636364,0.16223781029897666,3.1023227454199205,3.1023227454199205,0.7824985755086971,0.6555477200560976,0.7884076976262389,0.34744699750716285,0.6568024519908833,✗
0.7545454545454546,0.16219543048520668,3.1023227454199205,3.1023227454199205,0.7816818430323552,0.6548966199992526,0.7856678477571357,0.3491160740678227,0.6586982003379807,✗
0.7602272727272728,0.16213458949237047,3.1023227454199205,3.1023227454199205,0.7808976515302658,0.65428713136385,0.7829140017007887,0.35072193526318063,0.6604762115592843,✗
0.765909090909091,0.16205533311080544,3.1023227454199205,3.1023227454199205,0.7801459327703988,0.6537191237602518,0.780146295375669,0.35226432965059346,0.6621361982037276,✗
0.7715909090909091,0.16195769932522963,3.1023227454199205,3.1023227454199205,0.7794266054983834,0.6531924656789918,0.7773648655811867,0.35374304800735024,0.6636779214080929,✗
0.7772727272727273,0.16184171880104803,3.1023227454199205,3.1023227454199205,0.7787395755016523,0.6527070241040663,0.7745698500096054,0.3551579235520026,0.6651011921708726,✗
0.7829545454545455,0.16170741539983713,3.1023227454199205,3.1023227454199205,0.7780847356672584,0.6522626641004406,0.7717613872578317,0.35650883213644263,0.6664058726616229,✗
0.7886363636363637,0.16155480672421307,3.1023227454199205,3.1023227454199205,0.7774619660335069,0.651859248375537,0.768939616839404,0.35779569240835074,0.6675918775641477,✗
0.7943181818181819,0.1613839046922454,3.1023227454199205,3.1023227454199205,0.7768711338355133,0.6514966368144463,0.7661046791965349,0.35901846594375086,0.6686591754517595,✗
0.8,0.16119471614168934,3.1023227454199205,3.1023227454199205,0.7763120935448947,0.6511746859885649,0.7632567157123313,0.36017715734929684,0.6696077901928007,✗
0.8,0.16119471614168934,3.1023227454199205,3.1023227454199205,0.7763120935448947,0.6511746859885649,0.7632567157123313,0.36017715734929684,0.6696077901928007,✗
0.8368421052631579,0.15952413123448228,3.1023227454199205,3.1023227454199205,0.7734465232589323,0.6500631385797203,0.7444837133371172,0.36614276153585906,0.6728901406885518,✗
0.8736842105263158,0.157083135831373,3.1023227454199205,3.1023227454199205,0.7718531024293056,0.6506079966985363,0.7252089868514053,0.369479141906394,0.6712797972712223,✗
0.9105263157894737,0.15387326262501788,3.1023227454199205,3.1023227454199205,0.771453404520564,0.6527473522038071,0.7054742054337995,0.37031821063365306,0.6649828732046896,✗
0.9473684210526316,0.14990999796033644,3.1023227454199205,3.1023227454199205,0.7721465570929569,0.6563940682940709,0.6853230156509387,0.36886365809375166,0.654343839134128,✗
0.9842105263157895,0.14523631607352927,3.1023227454199205,3.1023227454199205,0.7738091356305427,0.6614239474275206,0.6648011580560054,0.3653854257373564,0.6398620239887457,✗
1.0210526315789474,0.13993790558247143,3.1023227454199205,3.1023227454199205,0.7762952648413454,0.6676621313658575,0.6439565588551384,0.3602120631322768,0.6222044298705928,✗
1.0578947368421052,0.13415879741668824,3.1023227454199205,3.1023227454199205,0.7794371752188549,0.6748688211296329,0.6228393868048485,0.3537213001150704,0.6022118089670829,✗
1.0947368421052632,0.22811499979460292,3.1023227454199205,3.412555019961913,0.7830464496503855,0.6827264539142619,0.6015020653095062,0.34632931170060194,0.5808943396486252,✗
1.131578947368421,0.22210241963072153,3.1023227454199205,3.412555019961913,0.7869161573267468,0.6908317904706416,0.5799992297207988,0.338479266007712,0.5594129674438041,✗
1.168421052631579,0.2164942040931166,3.1023227454199205,3.412555019961913,0.7908240183127956,0.6986976037217263,0.5583876201682196,0.3306297874802102,0.5390429183407413,✗
1.2052631578947368,0.21172242909553474,3.1023227454199205,3.412555019961913,0.7945366861372626,0.7057691175564912,0.536725900955326,0.32324390655518753,0.5211174503182302,✗
1.2421052631578946,0.10824078278767524,3.412555019961913,3.412555019961913,0.7978151930052888,0.7114590519944961,0.5150743987452504,0.31677888683891436,0.5069528372655663,✗
1.2789473684210526,0.10646925946216224,3.412555019961913,3.412555019961913,0.800421579913866,0.7152012870429028,0.49349475355181394,0.31167703541240527,0.49775971834208443,✗
1.3157894736842106,0.10672848579430139,3.412555019961913,3.412555019961913,0.8021267206636391,0.7165169503520603,0.4720494790690779,0.3083572617625969,0.49455049442419047,✗
1.3526315789473684,0.10917793171459356,3.412555019961913,3.412555019961913,0.80271930929353,0.7150800753574953,0.4508014322093681,0.30720684120595027,0.49805597733243817,✗
1.3894736842105262,4.6137753080655,0.6204645490839841,3.412555019961913,0.8020158631194891,0.7107662612196521,0.4298131959178395,0.30857266356060525,0.5086653562523354,✗
1.4263157894736842,4.6202709414548035,0.6204645490839841,3.412555019961913,0.7998713540474407,0.7036700732534272,0.40914638433886186,0.31275130203732987,0.5264006847990701,✗
1.4631578947368422,4.628241033412653,0.6204645490839841,3.412555019961913,0.796189717932901,0.6940855257126576,0.388860885039783,0.3199775717341576,0.5509307984294199,✗
1.5,4.637151573751269,0.6204645490839841,3.412555019961913,0.790933078499081,0.6824553620509969,0.3690140589064237,0.33041183758816883,0.5816216261285571,✗
