alpha,lambda_c1_min,lambda_c1_max,lambda_c1_span,lambda_revival_min,lambda_revival_max,lambda_revival_span,lambda_revival_global_min,lambda_revival_global_max,lambda_revival_global_span,lambda_c2_min,lambda_c2_max,lambda_c2_span,mean_residual_min,mean_residual_max
0.8,0.21250000000000002,0.4375,0.22499999999999998,0.4375,0.55,0.11250000000000004,0.4375,0.55,0.11250000000000004,0.65,0.65,0.0,0.2790925031845243,0.31189662258465706
