lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,status,alpha
0.5,0.14351774837810594,2.8955012290585924,2.8955012290585924,0.8487473003735757,0.7269369988819642,0.22275873449001035,0.4695437870441475,✗,0.8
0.6,0.1563763510557632,3.3091442617812485,3.3091442617812485,0.8153876819484324,0.6878803315495193,0.2830131024459772,0.567176538809083,✗,0.8
0.7,0.16182977036434154,3.3091442617812485,3.3091442617812485,0.7908701260010891,0.662883795122315,0.3305376368436485,0.6357000415425007,✗,0.8
0.7999999999999999,0.16119471614168834,3.3091442617812485,3.3091442617812485,0.7763120935448944,0.6511746859885653,0.3601771573492976,0.6696077901927995,✗,0.8
0.8999999999999999,0.15486831437502058,3.3091442617812485,3.3091442617812485,0.77145125511509,0.6519778996129221,0.3703227251390198,0.6672429015494578,✗,0.8
0.9999999999999999,0.14303517272539223,3.3091442617812485,3.3091442617812485,0.774783067652265,0.663961837745914,0.3633548243222837,0.6326383218704686,✗,0.8
1.0999999999999999,0.12724623607666408,3.3091442617812485,3.3091442617812485,0.7835883556430063,0.6838796867539313,0.3452253386591739,0.5778068850577893,✗,0.8
1.2,0.11233563121069234,3.3091442617812485,3.3091442617812485,0.7940272902262493,0.704829733380168,0.3242531968187471,0.5234779632597882,✗,0.8
0.3,0.10689980747959593,2.8955012290585924,2.8955012290585924,0.9129950538851217,0.8153960583949789,0.09529618560871818,0.2263978832181193,✗,1.0
0.1,0.017957460231278977,2.8955012290585924,2.8955012290585924,0.9886505273312952,0.9708968748041105,0.011479761912777171,0.029975506102809833,✓,1.0
0.2,0.06056286056374649,2.8955012290585924,2.8955012290585924,0.9573317417314788,0.8993529929437467,0.044569981761337224,0.11191045990386633,~,1.0
0.4,0.14373872410998279,2.8955012290585924,2.8955012290585924,0.8640426899981888,0.7398462961612917,0.15735022305679838,0.351632096002266,✗,1.0
0.5,0.1679331059951079,2.8955012290585924,2.8955012290585924,0.8178228229276,0.680483296119681,0.22275873449001035,0.4695437870441475,✗,1.0
0.6,0.1813219055582883,3.3091442617812485,3.3091442617812485,0.7794152671500922,0.6380902056892152,0.2830131024459772,0.567176538809083,✗,1.0
0.7,0.18656379345144314,3.3091442617812485,3.3091442617812485,0.7515758835445179,0.6113590356438325,0.3305376368436485,0.6357000415425007,✗,1.0
0.7999999999999999,0.18533133030468807,3.3091442617812485,3.3091442617812485,0.7351983486833378,0.5989430606840449,0.3601771573492976,0.6696077901927995,✗,1.0
0.8999999999999999,0.17809053265993469,3.3091442617812485,3.3091442617812485,0.7297551019585913,0.5997926271394808,0.3703227251390198,0.6672429015494578,✗,1.0
0.9999999999999999,0.16493763128117322,3.3091442617812485,3.3091442617812485,0.7334847701859966,0.6125055296107026,0.3633548243222837,0.6326383218704686,✗,1.0
1.0999999999999999,0.1474081198410392,3.3091442617812485,3.3091442617812485,0.7433698810615103,0.6337911245477761,0.3452253386591739,0.5778068850577893,✗,1.0
1.2,0.13076970671420773,3.3091442617812485,3.3091442617812485,0.7551425984111645,0.6563928222895318,0.3242531968187471,0.5234779632597882,✗,1.0
0.1,0.021424249752977187,2.8955012290585924,2.8955012290585924,0.9864114773109278,0.9652783514618153,0.011479761912777171,0.029975506102809833,✓,1.2
0.2,0.07124138621625475,2.8955012290585924,2.8955012290585924,0.949231332203671,0.8816067762575792,0.044569981761337224,0.11191045990386633,~,1.2
0.5,0.18941544731604198,2.8955012290585924,2.8955012290585924,0.789072618498947,0.6396100755011285,0.22275873449001035,0.4695437870441475,✗,1.2
0.3,0.1237122164203377,2.8955012290585924,2.8955012290585924,0.8973797583806241,0.78636291950061,0.09529618560871818,0.2263978832181193,✗,1.2
0.6,0.20289998807963383,3.3091442617812485,3.3091442617812485,0.7464827285013828,0.5950213917867997,0.2830131024459772,0.567176538809083,✗,1.2
0.4,0.16395573080507497,2.8955012290585924,2.8955012290585924,0.8411700466391573,0.7032553969110953,0.15735022305679838,0.351632096002266,✗,1.2
0.7,0.2077300692536309,3.3091442617812485,3.3091442617812485,0.7160014766985846,0.5672664403582857,0.3305376368436485,0.6357000415425007,✗,1.2
0.7999999999999999,0.20588340288242934,3.3091442617812485,3.3091442617812485,0.6982203674277773,0.5544683822199263,0.3601771573492976,0.6696077901927995,✗,1.2
0.8999999999999999,0.19787077091330185,3.3091442617812485,3.3091442617812485,0.692335096448546,0.555342217183937,0.3703227251390198,0.6672429015494578,✗,1.2
0.9999999999999999,0.18368942986878467,3.3091442617812485,3.3091442617812485,0.6963663240103275,0.5684511909730491,0.3633548243222837,0.6326383218704686,✗,1.2
1.2,0.14683306878508706,3.3091442617812485,3.3091442617812485,0.719888588565256,0.6141851379228545,0.3242531968187471,0.5234779632597882,✗,1.2
1.0999999999999999,0.16481816857561293,3.3091442617812485,3.3091442617812485,0.7070783603199615,0.5905389999325781,0.3452253386591739,0.5778068850577893,✗,1.2
