lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,status,alpha
0.6,0.051042648707506855,3.3091442617812485,3.3091442617812485,0.9464296042887069,0.8981213304706137,0.2830131024459772,0.567176538809083,~,0.2
0.3,0.025084522942726117,2.8955012290585924,2.8955012290585924,0.9812972235298361,0.9566818508125684,0.09529618560871818,0.2263978832181193,✓,0.2
0.5,0.04511986047880323,2.8955012290585924,2.8955012290585924,0.9573484539848723,0.9141530253114769,0.22275873449001035,0.4695437870441475,✓,0.2
0.2,0.013173250719222263,2.8955012290585924,2.8955012290585924,0.9911647609365157,0.978107899036641,0.044569981761337224,0.11191045990386633,✓,0.2
0.1,0.0036771042259732267,2.8955012290585924,2.8955012290585924,0.9977093069396342,0.9940406258307937,0.011479761912777171,0.029975506102809833,✓,0.2
0.4,0.036303293922352875,2.8955012290585924,2.8955012290585924,0.9694901032019626,0.9342944190306095,0.15735022305679838,0.351632096002266,✓,0.2
0.7,0.05414809206476656,3.3091442617812485,3.3091442617812485,0.9379916887634305,0.8872012284442824,0.3305376368436485,0.6357000415425007,~,0.2
0.9999999999999999,0.04780770256499656,3.3091442617812485,3.3091442617812485,0.932252324109808,0.8876834822832395,0.3633548243222837,0.6326383218704686,✓,0.2
0.8999999999999999,0.05239235049008717,3.3091442617812485,3.3091442617812485,0.9310427428494191,0.8822632251448003,0.3703227251390198,0.6672429015494578,~,0.2
1.0999999999999999,0.04169766920788709,3.3091442617812485,3.3091442617812485,0.9354142591216235,0.8964096647724292,0.3452253386591739,0.5778068850577893,✓,0.2
0.7999999999999999,0.05457707910214726,3.3091442617812485,3.3091442617812485,0.9328049900635352,0.88189521833396,0.3601771573492976,0.6696077901927995,~,0.2
1.2,0.03606871753018903,3.3091442617812485,3.3091442617812485,0.9390988398124099,0.9052267490262879,0.3242531968187471,0.5234779632597882,✓,0.2
0.2,0.025782077592739427,2.8955012290585924,2.8955012290585924,0.9824842774689632,0.9571537915936118,0.044569981761337224,0.11191045990386633,✓,0.4
0.4,0.06813006250625164,2.8955012290585924,2.8955012290585924,0.9407867951722992,0.8766909320121543,0.15735022305679838,0.351632096002266,~,0.4
0.3,0.04808604731406785,2.8955012290585924,2.8955012290585924,0.963281190741485,0.9169608058267383,0.09529618560871818,0.2263978832181193,✓,0.4
0.1,0.00731064160321615,2.8955012290585924,2.8955012290585924,0.9954290844438125,0.9881518591660262,0.011479761912777171,0.029975506102809833,✓,0.4
0.5,0.08310537585969868,2.8955012290585924,2.8955012290585924,0.9181863851290758,0.8418801604836659,0.22275873449001035,0.4695437870441475,~,0.4
0.6,0.0926465864509517,3.3091442617812485,3.3091442617812485,0.8983069457354556,0.8150818736278853,0.2830131024459772,0.567176538809083,~,0.4
0.7,0.09731874881397706,3.3091442617812485,3.3091442617812485,0.8832244332167817,0.7972701364541904,0.3305376368436485,0.6357000415425007,~,0.4
0.7999999999999999,0.09762426562709836,3.3091442617812485,3.3091442617812485,0.8740717313877523,0.7887411205056166,0.3601771573492976,0.6696077901927995,~,0.4
0.8999999999999999,0.09374720715773999,3.3091442617812485,3.3091442617812485,0.8709821993549233,0.7893300506812932,0.3703227251390198,0.6672429015494578,~,0.4
1.2,0.0658925809488109,3.3091442617812485,3.3091442617812485,0.8851897566464694,0.8268623189515837,0.3242531968187471,0.5234779632597882,~,0.4
1.0999999999999999,0.07556729680726815,3.3091442617812485,3.3091442617812485,0.8786650273465288,0.8122666864308673,0.3452253386591739,0.5778068850577893,~,0.4
0.9999999999999999,0.0859606088798015,3.3091442617812485,3.3091442617812485,0.8731017122866409,0.798049357484484,0.3633548243222837,0.6326383218704686,~,0.4
0.1,0.010901381851095793,2.8955012290585924,2.8955012290585924,0.9931592608861345,0.9823324525442627,0.011479761912777171,0.029975506102809833,✓,0.6
0.2,0.03786199492645881,2.8955012290585924,2.8955012290585924,0.9739545189133948,0.9370786578596942,0.044569981761337224,0.11191045990386633,✓,0.6
0.3,0.06925368583833025,2.8955012290585924,2.8955012290585924,0.9459147589373672,0.8804066753920788,0.09529618560871818,0.2263978832181193,~,0.6
0.5,0.115524690989807,2.8955012290585924,2.8955012290585924,0.8821023924238338,0.780197786117701,0.22275873449001035,0.4695437870441475,✗,0.6
0.6,0.12720831778458963,3.3091442617812485,3.3091442617812485,0.8548412375562655,0.7460983217538362,0.2830131024459772,0.567176538809083,✗,0.6
0.4,0.09626021505783189,2.8955012290585924,2.8955012290585924,0.9137342291382763,0.8257779757357235,0.15735022305679838,0.351632096002266,~,0.6
0.7,0.13254291925382045,3.3091442617812485,3.3091442617812485,0.8344998374664571,0.7238927928918142,0.3305376368436485,0.6357000415425007,✗,0.6
0.7999999999999999,0.13244618239735984,3.3091442617812485,3.3091442617812485,0.822296541508735,0.7133865037873509,0.3601771573492976,0.6696077901927995,✗,0.6
1.0999999999999999,0.103624097606283,3.3091442617812485,3.3091442617812485,0.8284076194222652,0.7425646274094638,0.3452253386591739,0.5778068850577893,✗,0.6
0.8999999999999999,0.12722008618242342,3.3091442617812485,3.3091442617812485,0.8182009554744182,0.7141093594044216,0.3703227251390198,0.6672429015494578,✗,0.6
0.9999999999999999,0.11711517127595528,3.3091442617812485,3.3091442617812485,0.8210093706223421,0.7248567175627423,0.3633548243222837,0.6326383218704686,✗,0.6
1.2,0.09096420561400598,3.3091442617812485,3.3091442617812485,0.8371339787373,0.7609847513689694,0.3242531968187471,0.5234779632597882,~,0.6
0.1,0.014450076663066302,2.8955012290585924,2.8955012290585924,0.9908997652920167,0.9765811877181327,0.011479761912777171,0.029975506102809833,✓,0.8
0.2,0.049445598756384324,2.8955012290585924,2.8955012290585924,0.9655715933558903,0.9178283277802523,0.044569981761337224,0.11191045990386633,✓,0.8
0.4,0.12130243482907399,2.8955012290585924,2.8955012290585924,0.8881939829340917,0.7804538902036534,0.15735022305679838,0.351632096002266,✗,0.8
0.3,0.0887983511081969,2.8955012290585924,2.8955012290585924,0.9291634164817032,0.8466552371880691,0.09529618560871818,0.2263978832181193,~,0.8
