lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,status,alpha
0.6,0.05250425267156522,0.41364303272265607,0.41364303272265607,0.9539631031939312,0.9038759833844866,0.24129285845508175,0.5317323304441905,~,0.2
0.3,4.025224761696329,0.41364303272265607,2.06821516361328,0.9816570106439958,0.9568949464829704,0.0934287085871806,0.2252339908129968,✗,0.2
0.5,0.04610192302201721,0.41364303272265607,0.41364303272265607,0.9619601794507344,0.9176119653074508,0.19772034935472022,0.4489263316490468,✓,0.2
0.2,0.013191699856135553,0.41364303272265607,0.41364303272265607,0.9909412862428655,0.9778690862196967,0.04570762104120446,0.11315887828021191,✓,0.2
0.4,0.03677563776054538,0.41364303272265607,0.41364303272265607,0.9715109806629546,0.9357830447577016,0.14662221994446528,0.3431188222635831,✓,0.2
0.1,0.0036774990675525476,0.41364303272265607,0.41364303272265607,0.9975770013981274,0.993908412905674,0.012144418919425115,0.030644609781083014,✓,0.2
0.7999999999999999,4.056120941276858,0.41364303272265607,2.06821516361328,0.9446065239632525,0.8915943167021738,0.2932092603189682,0.6079316639141262,✗,0.2
0.8999999999999999,6.053581729044158,0.41364303272265607,2.8955012290585924,0.9436428918927907,0.8930808741449457,0.29861459558163056,0.5985971088980094,✗,0.2
0.7,0.055824520814226064,0.41364303272265607,0.41364303272265607,0.9480775307401066,0.8951515568918055,0.273830291175452,0.5856463204524556,~,0.2
0.9999999999999999,6.0486384778816475,0.41364303272265607,2.8955012290585924,0.9449689367697076,0.8990070860397898,0.29117921811488967,0.5616914233963008,✗,0.2
1.0999999999999999,7.042250416786095,0.41364303272265607,3.3091442617812485,0.9478635253576961,0.9078158963549963,0.2750209985273415,0.5077246609975405,✗,0.2
1.2,7.036233189798345,0.41364303272265607,3.3091442617812485,0.9509585294396441,0.9165022685521019,0.25785283501928236,0.45552386673198597,✗,0.2
0.1,0.00731046579600847,0.41364303272265607,0.41364303272265607,0.9951657162590003,0.9878905913289286,0.012144418919425115,0.030644609781083014,✓,0.4
0.3,4.048364757914419,0.41364303272265607,2.06821516361328,0.9639748305870812,0.9173524212701439,0.0934287085871806,0.2252339908129968,✗,0.4
0.2,0.02581215317585228,0.41364303272265607,0.41364303272265607,0.9820452197010315,0.956696518064495,0.04570762104120446,0.11315887828021191,✓,0.4
0.4,0.0691130461310352,0.41364303272265607,0.41364303272265607,0.9446002459891907,0.8793160456127526,0.14662221994446528,0.3431188222635831,~,0.4
0.6,0.09579983993723995,0.41364303272265607,0.41364303272265607,0.9119784456042876,0.824611056489184,0.24129285845508175,0.5317323304441905,~,0.4
0.5,0.08518557401664606,0.41364303272265607,0.41364303272265607,0.9267083597445473,0.8477661761736835,0.19772034935472022,0.4489263316490468,~,0.4
0.7,0.10105371675626162,0.41364303272265607,0.41364303272265607,0.901280805806107,0.8102030305383214,0.273830291175452,0.5856463204524556,✗,0.4
0.7999999999999999,4.101264261132047,0.41364303272265607,2.06821516361328,0.8950278217660336,0.8043934907022705,0.2932092603189682,0.6079316639141262,✗,0.4
0.8999999999999999,6.096812364684309,0.41364303272265607,2.8955012290585924,0.8932991359177951,0.8068167341991435,0.29861459558163056,0.5985971088980094,✗,0.4
0.9999999999999999,6.088353843635011,0.41364303272265607,2.8955012290585924,0.8956787811312429,0.8165421181559758,0.29117921811488967,0.5616914233963008,✗,0.4
1.0999999999999999,7.07736867190264,0.41364303272265607,3.3091442617812485,0.9008940838021439,0.831193105013426,0.2750209985273415,0.5077246609975405,✗,0.4
1.2,7.066881893236503,0.41364303272265607,3.3091442617812485,0.9065023224789007,0.8458737309282253,0.25785283501928236,0.45552386673198597,✗,0.4
0.1,0.010899704207690597,0.41364303272265607,0.41364303272265607,0.9927660598481305,0.9819452034483515,0.012144418919425115,0.030644609781083014,✓,0.6
