topology,lambda,tau_eq_global,tau_eq_probe,tau_dephase_global,tau_dephase_probe,tail_mean_global,tail_std_global,threshold_global,tail_mean_probe,tail_std_probe,threshold_probe,final_global_lambda,final_probe_gap,max_abs_probe_gap,dim_nominal,dim_hotspot
path,0.8,,,,,0.0938227822054497,0.01611366259044298,0.004617966242784557,0.07036708665408722,0.012085246942832256,0.003463474682088415,0.11763701574105213,0.08822776180578915,0.08822776180578915,72,72
path,1.0,,,1.7948717948717947,1.7948717948717947,0.13666084459976813,0.032487129659465555,0.006350430154994999,0.10249563344982604,0.024365347244599083,0.004762822616246246,0.13084692989872918,0.09813519742404658,0.1417196667309519,72,72
