lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,E0,E1,E2,E3,E4,E5,gap01,gap12,gap23,gap34,gap45,min_gap,status
0.1,0.02102369149380101,0.930696823625976,0.930696823625976,0.9897631708002171,0.9689546952453871,0.01292838213952035,0.04004999525126233,17.194428532030802,18.17297590307462,18.187139750187654,18.200775967638048,18.21371980211768,18.594560436259357,0.9785473710438168,0.014163847113035644,0.013636217450393673,0.012943834479631988,0.380840634141677,0.012943834479631988,✓
0.15625,0.04659201329880447,0.930696823625976,0.930696823625976,0.9762631358861803,0.9307770708758388,0.03039250285256481,0.09296389448418635,17.186608882938902,18.15747654441395,18.177578941294858,18.193194542533902,18.21032777336311,18.586966586681157,0.9708676614750473,0.020102396880908202,0.015615601239044707,0.017133230829209367,0.3766388133180456,0.015615601239044707,✓
0.21250000000000002,0.07593596892504584,0.930696823625976,0.930696823625976,0.9591050481214903,0.8862744769914822,0.053298322168419954,0.1603982823055091,17.175345730219522,18.135258904018627,18.163847552759574,18.182443180291237,18.20543182952462,18.576097616976845,0.9599131737991051,0.028588648740946354,0.01859562753166344,0.022988649233383285,0.370665787452225,0.01859562753166344,~
0.26875000000000004,0.10485291647215844,0.930696823625976,0.930696823625976,0.9400810872277257,0.841510843511581,0.0796725324899548,0.23542352084711693,17.16062800458873,18.106522905019215,18.145983654513564,18.16856294324168,18.199005995240295,18.562006532058412,0.9458949004304849,0.0394607494943493,0.02257928872811732,0.030443051998613413,0.3630005368181166,0.02257928872811732,✗
0.32500000000000007,0.130707212895116,0.930696823625976,0.930696823625976,0.9208373254937919,0.8004772451487057,0.1074601782455952,0.3115684362992555,17.14244162936548,18.071522718776414,18.124038475754446,18.151583247895363,18.191013378661076,18.544748163125238,0.9290810894109356,0.0525157569780319,0.027544772140917217,0.039430130765712335,0.3537347844641623,0.027544772140917217,✗
0.3812500000000001,0.1522765852919219,0.930696823625976,0.930696823625976,0.9026895011244425,0.7652310263143439,0.13475079021405187,0.383493620900992,17.120769775837783,18.030533098767073,18.098073937387298,18.131538215460225,18.181407604685763,18.524370165678313,0.9097633229292903,0.06754083862022497,0.033464278072926845,0.049869389225538185,0.3429625609925502,0.033464278072926845,✗
0.4375,0.16926865907769484,0.930696823625976,0.930696823625976,0.886566788702617,0.736498817196107,0.15993325706371592,0.44721929053304027,17.095593138093857,17.983831020045468,18.06816099373596,18.108469499236534,18.170133318429336,18.500903685976407,0.8882378819516106,0.08432997369049389,0.04030850550057252,0.06166381919280184,0.33077036754707123,0.04030850550057252,✗
0.49375,0.1818725713543129,0.930696823625976,0.930696823625976,0.8730399640540535,0.7142579408964659,0.18177867161486266,0.5000680474495304,17.06689020814607,17.931684706927047,18.034378388672142,18.082424643560167,18.1571262141007,18.474353711641037,0.8647944987809772,0.10269368174509452,0.04804625488802472,0.07470157054053317,0.31722749754033686,0.04804625488802472,✗
0.55,0.5237937679630651,0.930696823625976,1.2409290981679681,0.8623852410570854,0.6981349732270871,0.1994682196413617,0.5404847170482662,17.034637533674637,17.874346760785034,17.996811550365823,18.05345461954858,18.142312926257414,18.44468849045126,0.8397092271103972,0.1224647895807891,0.05664306918275841,0.08885830670883266,0.30237556419384504,0.05664306918275841,✗
0.5750000000000001,0.5264259678803819,0.930696823625976,1.2409290981679681,0.8585907824227524,0.6928032262469316,0.20587400376321027,0.5542641151824981,17.019157061771285,17.847258498433952,17.978924122064576,18.039653738454767,18.135128230980673,18.430484902782645,0.8281014366626671,0.1316656236306244,0.0607296163901907,0.09547449252590567,0.2953566718019722,0.0607296163901907,✗
