deltaB,kappa,hotspot_multiplier,bond_cutoff,lambda_c1,lambda_revival,lambda_c2,residual_min,lambda_revival_first,lambda_revival_global,revival_gap,revival_method,revival_reporting_rule,err_c1,err_revival,err_c2,score,mean_residual,max_residual
6.5,0.2,1.5,4,0.2928571428571429,1.0210526315789474,1.0578947368421052,0.13685313539456423,1.0210526315789474,1.0210526315789474,0.0,first_local_minimum,global_minimum_post_violation,0.08985714285714291,0.03694736842105262,0.03710526315789475,1.268834586466166,0.21153029825266856,0.4679075794057004
7.0,0.24,1.0,4,0.13857142857142857,0.9105263157894737,0.9473684210526316,0.09137550425033936,0.9105263157894737,0.9105263157894737,0.0,first_local_minimum,global_minimum_post_violation,0.06442857142857145,0.1474736842105263,0.14763157894736834,2.1198120300751877,0.16930921009705982,1.2428562712345133
6.5,0.2,1.0,4,0.3957142857142858,1.0210526315789474,1.0578947368421052,0.17096321125147718,1.0210526315789474,1.0210526315789474,0.0,global_minimum_fallback,global_minimum_post_violation,0.19271428571428578,0.03694736842105262,0.03710526315789475,2.297406015037595,0.22255480213630677,0.5001750232500032
7.0,0.24,1.5,4,0.12571428571428572,0.8736842105263158,0.9473684210526316,0.09789208233286051,0.8736842105263158,0.8736842105263158,0.0,first_local_minimum,global_minimum_post_violation,0.07728571428571429,0.1843157894736842,0.14763157894736834,2.4325939849624056,0.17116907229490505,1.2348055477852322
7.0,0.2,1.5,4,0.3828571428571429,1.131578947368421,1.168421052631579,0.15154659534377757,1.131578947368421,1.131578947368421,0.0,global_minimum_fallback,global_minimum_post_violation,0.17985714285714288,0.07357894736842097,0.07342105263157905,2.5335714285714284,0.254516547804654,0.48230228504330686
7.0,0.2,1.0,4,0.55,1.131578947368421,1.168421052631579,0.20507057210624613,1.131578947368421,1.131578947368421,0.0,global_minimum_fallback,global_minimum_post_violation,0.34700000000000003,0.07357894736842097,0.07342105263157905,4.205,0.24399423807586948,0.5339905503965815
6.5,0.24,1.0,4,0.1,0.7277777777777779,0.7666666666666667,0.00020319147266112392,0.7277777777777779,0.7277777777777779,0.0,first_local_minimum,global_minimum_post_violation,0.10300000000000001,0.3302222222222222,0.32833333333333325,4.322777777777777,0.3584395186582578,1.5954132185966785
6.5,0.24,1.5,4,0.1,0.5371428571428571,0.7666666666666667,0.0003828816727364792,0.5371428571428571,0.5371428571428571,0.0,first_local_minimum,global_minimum_post_violation,0.10300000000000001,0.5208571428571429,0.32833333333333325,5.275952380952381,0.356209195540132,1.5527797916420059
