alpha,lambda_c1_min,lambda_c1_max,lambda_c1_span,lambda_revival_min,lambda_revival_max,lambda_revival_span,lambda_revival_global_min,lambda_revival_global_max,lambda_revival_global_span,lambda_c2_min,lambda_c2_max,lambda_c2_span,mean_residual_min,mean_residual_max
0.8,0.1514285714285714,0.3442857142857143,0.1928571428571429,0.2414285714285714,0.55,0.3085714285714286,0.2414285714285714,0.55,0.3085714285714286,0.6333333333333334,0.6333333333333334,0.0,0.25455399943603174,0.2982094420975299
