lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,status,alpha
1e-07,1.199040866595169e-14,0.8272860654453121,0.8272860654453121,1.0,0.999999999999988,0.0,1.5056104567930036e-14,✓,0.8
1e-05,1.528905890779697e-10,0.8272860654453121,0.8272860654453121,0.9999999999007914,0.9999999997479008,1.2401072646770287e-10,3.151239482297111e-10,✓,0.8
1e-08,0.0,0.8272860654453121,0.8272860654453121,1.0,1.0,0.0,0.0,✓,0.8
0.0001,1.5289070010027217e-08,0.8272860654453121,0.8272860654453121,0.999999990079148,0.9999999747900781,1.2401065226124e-08,3.1512403131505734e-08,✓,0.8
0.001,1.5288982350147862e-06,0.8272860654453121,0.8272860654453121,0.9999990079178217,0.9999974790211035,1.2401039530971208e-06,3.1512315649249186e-06,✓,0.8
1e-06,1.5287771049088406e-12,0.8272860654453121,0.8272860654453121,0.9999999999990079,0.9999999999974791,1.2400463996262217e-12,3.151210651799293e-12,✓,0.8
0.01,0.00015280185617849718,0.8272860654453121,0.8272860654453121,0.9999008222149687,0.9997480355133398,0.00012398452780007925,0.00031503498595380623,✓,0.8
0.1,0.014445999085429873,0.8272860654453121,0.8272860654453121,0.9903779482463486,0.976070949311752,0.012144418919425115,0.030644609781083014,✓,0.8
