lambda,residual,omega_out,omega_in,predicted_omega_out,predicted_omega_in,lambda_out,lambda_in,status
0.1,0.013147002455579981,2.7920904708779286,2.7920904708779286,0.9909000315321845,0.9778726663843966,0.01147942297184184,0.02828503952541375,✓
0.1264705882352941,0.02049062651786593,2.7920904708779286,2.7920904708779286,0.9856078847710789,0.9654121617111708,0.01825284102747418,0.044783771715081584,✓
0.15294117647058825,0.029044580743514792,2.7920904708779286,2.7920904708779286,0.9792412445182,0.9507995931244113,0.02649852066332959,0.06468293533066198,✓
0.17941176470588238,0.03855009957643196,2.7920904708779286,2.7920904708779286,0.9718946476096346,0.934428012166482,0.0361476324356376,0.08771674620697717,✓
0.2058823529411765,0.04874462334150442,2.7920904708779286,2.7920904708779286,0.9636739683429576,0.9167000437320673,0.047119192862894815,0.11358671361136041,✓
0.23235294117647062,0.05937499473245844,2.7920904708779286,2.7920904708779286,0.9546936650516549,0.8980087337181014,0.05932051375072999,0.1419686446973845,~
0.25882352941176473,0.07020763085667148,2.7920904708779286,2.7920904708779286,0.9450740194933962,0.8787226116005731,0.07264772305354274,0.17251944299368097,~
0.2852941176470588,0.018964594400407098,3.1023227454199205,2.7920904708779286,0.9349384803953019,0.8591753614258016,0.08698636456966308,0.20488343372140563,✓
0.31176470588235294,0.09168142208097574,3.1023227454199205,3.1023227454199205,0.9244112010506115,0.8396598675507086,0.10221208762869848,0.23869804108448708,~
0.3382352941176471,0.10200014554699821,3.1023227454199205,3.1023227454199205,0.9136148364808638,0.8204259901859188,0.11819144138995388,0.2735987340146726,✗
0.3647058823529412,0.1118765048528777,3.1023227454199205,3.1023227454199205,0.9026686410664035,0.8016812284635976,0.13478279086250589,0.3092232368912944,✗
0.39117647058823535,0.12122358643273501,3.1023227454199205,3.1023227454199205,0.8916868848482261,0.7835934026918909,0.15183737278222098,0.3452150639679394,✗
0.4176470588235295,0.12997947989836434,3.1023227454199205,3.1023227454199205,0.8807775873745959,0.7662945746615097,0.16920050863916156,0.38122647782304103,✗
0.4441176470588236,0.13810372847217545,3.1023227454199205,3.1023227454199205,0.8700415527471377,0.7498855703870371,0.1867129892281025,0.4169209934988342,✗
0.47058823529411764,0.14557372056476037,3.1023227454199205,3.1023227454199205,0.8595716785598921,0.7344406312198324,0.20421264006071385,0.45197555372702514,✗
0.4970588235294118,0.15238125036700956,3.1023227454199205,3.1023227454199205,0.8494525044206104,0.7200118696696101,0.22153606999203862,0.48608249065891684,✗
0.5235294117647059,0.15852938530560057,3.1023227454199205,3.1023227454199205,0.8397599621173442,0.7066333315186272,0.2385205968242276,0.5189513701733008,✗
0.55,0.16402970970623887,3.1023227454199205,3.1023227454199205,0.8305612885668235,0.6943245615099678,0.2550063339178009,0.5503107902183217,✗
0.5613636363636364,0.16619645629666002,3.1023227454199205,3.1023227454199205,0.8267787355630761,0.6893710395710595,0.2618918112337391,0.563247044404092,✗
0.5727272727272728,0.16824870258138303,3.1023227454199205,3.1023227454199205,0.8231022511980154,0.6846163653421337,0.268644856311157,0.5758400810727312,✗
0.5840909090909091,0.17018823260724314,3.1023227454199205,3.1023227454199205,0.8195356976871269,0.6800603657392108,0.2752538767105796,0.5880721226729297,✗
0.5954545454545455,0.17201692342878772,3.1023227454199205,3.1023227454199205,0.8160826527424604,0.6757026255540987,0.28170759824308567,0.5999262141758859,✗
0.6068181818181819,0.17373672450065925,3.1023227454199205,3.1023227454199205,0.8127464126420303,0.6715425130599427,0.2879950997711209,0.6113862498507573,✗
0.6181818181818182,0.1753496390373639,3.1023227454199205,3.1023227454199205,0.8095299954391046,0.6675792029489388,0.2941058478901401,0.6224369999519128,✗
0.6295454545454546,0.1768577072383909,3.1023227454199205,3.1023227454199205,0.8064361442492848,0.663811696743188,0.30002973132315514,0.6330641372135893,✗
0.640909090909091,0.1782629912791187,3.1023227454199205,3.1023227454199205,0.8034673305590014,0.6602388408185054,0.30575709485328967,0.6432542630336037,✗
0.6522727272727273,0.17956756197142476,3.1023227454199205,3.1023227454199205,0.8006257575048809,0.6568593421782043,0.31127877261353243,0.6529949332149074,✗
0.6636363636363637,0.18077348700305584,3.1023227454199205,3.1023227454199205,0.7979133630787649,0.6536717821086813,0.31658612054929064,0.6622746831255621,✗
0.675,0.18188282067007633,3.1023227454199205,3.1023227454199205,0.795331823219987,0.6506746278440613,0.3216710478643236,0.6710830521265864,✗
0.6863636363636364,0.1828975950232502,3.1023227454199205,3.1023227454199205,0.7928825547616473,0.6478662423598515,0.3265260472602646,0.6794106071137115,✗
0.6977272727272728,0.18381981235553224,3.1023227454199205,3.1023227454199205,0.790566718204428,0.6452448924095612,0.3311442237779225,0.6872489650124621,✗
0.7090909090909091,0.18465143896463865,3.1023227454199205,3.1023227454199205,0.7883852202973654,0.6428087549110032,0.3355193220498494,0.6945908140642272,✗
0.7204545454545455,0.18539440013139064,3.1023227454199205,3.1023227454199205,0.7863387164114334,0.640555921782248,0.3396457517754558,0.7014299337395365,✗
0.7318181818181819,0.18605057626106047,3.1023227454199205,3.1023227454199205,0.7844276126980642,0.6384844033205014,0.3435186112337178,0.7077612131153888,✗
0.7431818181818182,0.18662180014150254,3.1023227454199205,3.1023227454199205,0.7826520680307405,0.636592130210374,0.3471337086544354,0.7135806675569704,✗
0.7545454545454546,0.1871098552779097,3.1023227454199205,3.1023227454199205,0.7810119957346751,0.6348769542424486,0.35048758127480706,0.7188854535467143,✗
0.765909090909091,0.1875164752698556,3.1023227454199205,3.1023227454199205,0.7795070651150382,0.6333366478167164,0.35357751191841635,0.7236738815116572,✗
