scenario_id,N,topology,alpha,bond_cutoff,hotspot_multiplier,deltaB,kappa,backend,points,best_raw_lambda,best_raw_power,best_raw_residual,best_bg_lambda,best_bg_power,best_bg_residual,best_covbg_lambda,best_covbg_power,best_covbg_residual,best_harmbg_lambda,best_harmbg_power,best_harmbg_residual,bg_minus_raw_residual,covbg_minus_raw_residual,harmbg_minus_raw_residual,source_site_at_best_bg,source_site_at_best_covbg,source_site_at_best_harmbg
N4_cycle_alpha0.8,4,cycle,0.8,4,1.5,6.5,0.2,auto,2,1.0,-0.0006863124658309853,2.000686312465831,0.4,-6.803100539407295e-15,2.0000000000000067,1.0,-0.3329378697092058,2.332937869709206,1.0,2.536687968213367,0.536687968213367,-0.0006863124658242903,0.33225155724337485,-1.463998344252464,2,1,1
N4_cycle_alpha0.8,4,cycle,0.8,5,1.5,6.5,0.2,auto,2,1.0,-0.000685461759356954,2.000685461759357,0.4,-6.803100539407295e-15,2.0000000000000067,1.0,-0.332937897659306,2.332937897659306,0.4,2.5366879682133843,0.5366879682133843,-0.0006854617593501366,0.332252435899949,-1.4639974935459725,2,1,2
N4_path_alpha0.8,4,path,0.8,4,1.5,6.5,0.2,auto,2,0.4,-0.010283733217715972,2.010283733217716,0.4,-0.6599423002179456,2.6599423002179456,0.4,-1.799389637799852,3.7993896377998517,0.4,2.6256790368321088e-14,1.9999999999999738,0.6496585670002295,1.7891059045821356,-0.010283733217742341,1,1,1
N4_path_alpha0.8,4,path,0.8,5,1.5,6.5,0.2,auto,2,0.4,-0.01028373348046486,2.010283733480465,1.0,-0.6599423002179456,2.6599423002179456,0.4,-1.799389639296527,3.799389639296527,0.4,2.6256790368321088e-14,1.9999999999999738,0.6496585667374806,1.7891059058160619,-0.010283733480491275,1,1,1
N4_star_alpha0.8,4,star,0.8,4,1.5,6.5,0.2,auto,2,0.4,-0.01513520984684497,2.015135209846845,0.4,6.335548858600769e-15,1.9999999999999936,0.4,-0.3516194083091431,2.3516194083091433,0.4,-0.35161940830914196,2.351619408309142,-0.015135209846851572,0.33648419846229816,0.3364841984622968,0,0,0
N4_star_alpha0.8,4,star,0.8,5,1.5,6.5,0.2,auto,2,0.4,-0.015135210480604571,2.0151352104806044,0.4,6.335548858600769e-15,1.9999999999999936,0.4,-0.3516194083091435,2.3516194083091433,0.4,-0.35161940830914273,2.351619408309143,-0.015135210480610839,0.3364841978285389,0.33648419782853844,0,0,0
