alpha,lambda_c1_min,lambda_c1_max,lambda_c1_span,lambda_revival_min,lambda_revival_max,lambda_revival_span,lambda_c2_min,lambda_c2_max,lambda_c2_span,mean_residual_min,mean_residual_max
0.6,1.5,1.5,0.0,1.5,1.5,0.0,,,,0.40214613793946774,0.40214613793946774
